# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.281586 -----------------
#dely    BF    dB     BFVar
0.050  0.4880  0.0002  0.0056
0.150  0.4455  0.0002  0.0090
0.250  0.3931  0.0002  0.0064
0.350  0.3378  0.0002  0.0025
0.450  0.2806  0.0001  0.0047
0.550  0.2257  0.0001  0.0063
0.650  0.1803  0.0001  0.0038
0.750  0.1383  0.0001  0.0028
0.850  0.1040  0.0001  0.0041
0.950  0.0768  0.0001  0.0013
1.050  0.0542  0.0001  0.0012
1.150  0.0358  0.0000  0.0010
1.250  0.0241  0.0000  0.0007
1.350  0.0155  0.0000  0.0006
1.450  0.0087  0.0000  0.0004
1.550  0.0049  0.0000  0.0003
1.650  0.0021  0.0000  0.0004
1.750  0.0005  0.0000  0.0001
