# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.0332396 -----------------
#dely    BF
0.050 -0.0206 -0.0001
0.150 -0.0421 -0.0003
0.250 -0.0298 -0.0002
0.350 -0.0257 -0.0002
0.450 -0.0127 -0.0001
0.550  0.0036  0.0000
0.650  0.0224  0.0002
0.750  0.0412  0.0004
0.850  0.0631  0.0007
0.950  0.0781  0.0009
1.050  0.0563  0.0008
1.150  0.0488  0.0008
1.250  0.0456  0.0008
1.350  0.0389  0.0008
1.450  0.0285  0.0007
1.550  0.0196  0.0006
1.650  0.0119  0.0005
1.750  0.0053  0.0004
