# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.286702 -----------------
#dely    BF
0.050  0.4666  0.0029
0.150  0.4502  0.0029
0.250  0.4037  0.0027
0.350  0.3344  0.0024
0.450  0.2990  0.0023
0.550  0.2330  0.0019
0.650  0.1905  0.0017
0.750  0.1487  0.0015
0.850  0.0967  0.0011
0.950  0.0845  0.0010
1.050  0.0585  0.0008
1.150  0.0438  0.0007
1.250  0.0275  0.0005
1.350  0.0150  0.0003
1.450  0.0105  0.0003
1.550  0.0064  0.0002
1.650 -0.0017 -0.0001
1.750 -0.0002 -0.0000
