# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0219279 -----------------
#dely    BF    dB     BFVar
0.050 -0.0571 -0.0003  0.0038
0.150 -0.0509 -0.0003  0.0026
0.250 -0.0407 -0.0003  0.0029
0.350 -0.0315 -0.0002  0.0016
0.450 -0.0222 -0.0002  0.0019
0.550 -0.0146 -0.0001  0.0021
0.650 -0.0077 -0.0001  0.0022
0.750 -0.0028 -0.0000  0.0006
0.850  0.0002  0.0000  0.0008
0.950  0.0021  0.0000  0.0003
1.050  0.0023  0.0000  0.0008
1.150  0.0018  0.0000  0.0003
1.250  0.0011  0.0000  0.0003
1.350  0.0005  0.0000  0.0000
1.450  0.0002  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
