# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.309157 -----------------
#dely    BF    dB     BFVar
0.050  0.4906  0.0003  0.0026
0.150  0.4554  0.0002  0.0057
0.250  0.4103  0.0002  0.0039
0.350  0.3636  0.0002  0.0037
0.450  0.3161  0.0002  0.0029
0.550  0.2635  0.0002  0.0036
0.650  0.2162  0.0001  0.0026
0.750  0.1720  0.0001  0.0038
0.850  0.1326  0.0001  0.0019
0.950  0.0977  0.0001  0.0014
1.050  0.0690  0.0001  0.0023
1.150  0.0462  0.0000  0.0007
1.250  0.0294  0.0000  0.0014
1.350  0.0169  0.0000  0.0007
1.450  0.0080  0.0000  0.0010
1.550  0.0035  0.0000  0.0006
1.650  0.0006  0.0000  0.0002
1.750 -0.0001 -0.0000  0.0001
