# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.297499 -----------------
#dely    BF    dB     BFVar
0.050  0.5381  0.0002  0.0059
0.150  0.4904  0.0002  0.0039
0.250  0.4299  0.0002  0.0064
0.350  0.3646  0.0002  0.0040
0.450  0.2995  0.0002  0.0040
0.550  0.2374  0.0001  0.0036
0.650  0.1840  0.0001  0.0021
0.750  0.1400  0.0001  0.0033
0.850  0.1013  0.0001  0.0016
0.950  0.0723  0.0001  0.0016
1.050  0.0484  0.0000  0.0015
1.150  0.0314  0.0000  0.0018
1.250  0.0186  0.0000  0.0006
1.350  0.0105  0.0000  0.0008
1.450  0.0054  0.0000  0.0005
1.550  0.0022  0.0000  0.0006
1.650  0.0009  0.0000  0.0003
1.750  0.0001  0.0000  0.0001
