# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00949202 -----------------
#dely    BF    dB     BFVar
0.050 -0.0125 -0.0001  0.0018
0.150 -0.0120 -0.0001  0.0030
0.250 -0.0112 -0.0001  0.0011
0.350 -0.0101 -0.0001  0.0027
0.450 -0.0078 -0.0001  0.0018
0.550 -0.0097 -0.0001  0.0019
0.650 -0.0089 -0.0001  0.0011
0.750 -0.0069 -0.0001  0.0011
0.850 -0.0060 -0.0001  0.0015
0.950 -0.0038 -0.0001  0.0007
1.050 -0.0027 -0.0000  0.0006
1.150 -0.0019 -0.0000  0.0008
1.250 -0.0009 -0.0000  0.0004
1.350 -0.0004 -0.0000  0.0001
1.450 -0.0001 -0.0000  0.0001
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
