# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.276185 -----------------
#dely    BF    dB     BFVar
0.050  0.4950  0.0003  0.0040
0.150  0.4519  0.0002  0.0029
0.250  0.3990  0.0002  0.0050
0.350  0.3426  0.0002  0.0040
0.450  0.2876  0.0002  0.0020
0.550  0.2302  0.0002  0.0028
0.650  0.1783  0.0001  0.0030
0.750  0.1335  0.0001  0.0021
0.850  0.0963  0.0001  0.0026
0.950  0.0666  0.0001  0.0026
1.050  0.0423  0.0000  0.0014
1.150  0.0254  0.0000  0.0015
1.250  0.0130  0.0000  0.0006
1.350  0.0045  0.0000  0.0007
1.450  0.0001  0.0000  0.0005
1.550 -0.0018 -0.0000  0.0005
1.650 -0.0019 -0.0000  0.0003
1.750 -0.0009 -0.0000  0.0005
