# SIGMA_QGP=1.206, SIGMA_HAD=0.555966
# NSAMPLE=10000000, Tblast=85.9241, UPERPblast(x,y)=(0.7564,0.7564)
# SOVERUD=0.7835, QUARK_ENTROPY_RATIO=0.1986, BARYON_FUDGE=0.6905
# ------- normalization=0.224655 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3100  0.0002  0.0624  0.0738  0.1739
0.150  0.2866  0.0002  0.0579  0.0680  0.1607
0.250  0.2634  0.0002  0.0531  0.0621  0.1481
0.350  0.2408  0.0002  0.0503  0.0562  0.1342
0.450  0.2149  0.0002  0.0450  0.0498  0.1201
0.550  0.1877  0.0002  0.0408  0.0426  0.1043
0.650  0.1623  0.0002  0.0367  0.0361  0.0895
0.750  0.1374  0.0002  0.0311  0.0304  0.0759
0.850  0.1149  0.0002  0.0285  0.0245  0.0619
0.950  0.0921  0.0001  0.0239  0.0192  0.0491
1.050  0.0728  0.0001  0.0205  0.0148  0.0375
1.150  0.0552  0.0001  0.0168  0.0111  0.0273
1.250  0.0405  0.0001  0.0133  0.0081  0.0190
1.350  0.0292  0.0001  0.0106  0.0058  0.0128
1.450  0.0190  0.0001  0.0078  0.0035  0.0076
1.550  0.0118  0.0000  0.0055  0.0021  0.0043
1.650  0.0061  0.0000  0.0029  0.0010  0.0022
1.750  0.0018  0.0000  0.0009  0.0003  0.0006
