# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.285978 -----------------
#dely    BF    dB     BFVar
0.050  0.4936  0.0002  0.0031
0.150  0.4511  0.0002  0.0050
0.250  0.4020  0.0002  0.0038
0.350  0.3482  0.0002  0.0026
0.450  0.2932  0.0002  0.0026
0.550  0.2386  0.0001  0.0024
0.650  0.1878  0.0001  0.0031
0.750  0.1444  0.0001  0.0012
0.850  0.1075  0.0001  0.0020
0.950  0.0764  0.0001  0.0022
1.050  0.0512  0.0001  0.0022
1.150  0.0329  0.0000  0.0008
1.250  0.0187  0.0000  0.0011
1.350  0.0099  0.0000  0.0006
1.450  0.0041  0.0000  0.0004
1.550  0.0009  0.0000  0.0005
1.650 -0.0003 -0.0000  0.0003
1.750 -0.0003 -0.0000  0.0001
