# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.183297 -----------------
#dely    BF
0.050  0.1576  0.0068
0.150  0.1222  0.0054
0.250  0.0594  0.0028
0.350  0.2556  0.0131
0.450 -0.0216 -0.0012
0.550 -0.4264 -0.0283
0.650 -0.1633 -0.0114
0.750 -0.6090 -0.0461
0.850 -0.4643 -0.0400
0.950 -0.2012 -0.0236
1.050 -0.1442 -0.0183
1.150 -0.3946 -0.0651
1.250 -0.0009 -0.0002
1.350 -0.0024 -0.0006
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
