# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.262558 -----------------
#dely    BF    dB     BFVar
0.050  0.3481  0.0002  0.0045
0.150  0.3274  0.0002  0.0057
0.250  0.3026  0.0002  0.0035
0.350  0.2794  0.0002  0.0033
0.450  0.2531  0.0002  0.0033
0.550  0.2257  0.0002  0.0028
0.650  0.1983  0.0002  0.0040
0.750  0.1700  0.0002  0.0033
0.850  0.1410  0.0001  0.0016
0.950  0.1132  0.0001  0.0036
1.050  0.0890  0.0001  0.0030
1.150  0.0667  0.0001  0.0025
1.250  0.0468  0.0001  0.0014
1.350  0.0319  0.0001  0.0011
1.450  0.0194  0.0000  0.0007
1.550  0.0097  0.0000  0.0006
1.650  0.0030  0.0000  0.0002
1.750  0.0002  0.0000  0.0000
