# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.23553 -----------------
#dely    BF    dB     BFVar
0.050  0.3263  0.0002  0.0028
0.150  0.3073  0.0002  0.0023
0.250  0.2821  0.0002  0.0016
0.350  0.2579  0.0002  0.0019
0.450  0.2327  0.0002  0.0024
0.550  0.2033  0.0002  0.0016
0.650  0.1748  0.0002  0.0022
0.750  0.1462  0.0001  0.0013
0.850  0.1193  0.0001  0.0015
0.950  0.0942  0.0001  0.0014
1.050  0.0716  0.0001  0.0014
1.150  0.0534  0.0001  0.0011
1.250  0.0374  0.0001  0.0008
1.350  0.0244  0.0000  0.0006
1.450  0.0146  0.0000  0.0008
1.550  0.0073  0.0000  0.0003
1.650  0.0022  0.0000  0.0002
1.750  0.0001  0.0000  0.0000
