# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.284183 -----------------
#dely    BF    dB     BFVar
0.050  0.4632  0.0002  0.0033
0.150  0.4281  0.0002  0.0040
0.250  0.3835  0.0002  0.0036
0.350  0.3370  0.0002  0.0026
0.450  0.2864  0.0002  0.0025
0.550  0.2361  0.0001  0.0020
0.650  0.1899  0.0001  0.0024
0.750  0.1497  0.0001  0.0036
0.850  0.1150  0.0001  0.0016
0.950  0.0855  0.0001  0.0026
1.050  0.0615  0.0001  0.0016
1.150  0.0420  0.0000  0.0012
1.250  0.0280  0.0000  0.0013
1.350  0.0174  0.0000  0.0009
1.450  0.0103  0.0000  0.0005
1.550  0.0053  0.0000  0.0006
1.650  0.0023  0.0000  0.0004
1.750  0.0006  0.0000  0.0001
