# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.258042 -----------------
#dely    BF    dB     BFVar
0.050  0.4340  0.0002  0.0027
0.150  0.4019  0.0002  0.0046
0.250  0.3617  0.0002  0.0045
0.350  0.3150  0.0002  0.0034
0.450  0.2661  0.0002  0.0028
0.550  0.2169  0.0002  0.0022
0.650  0.1720  0.0001  0.0032
0.750  0.1335  0.0001  0.0038
0.850  0.0977  0.0001  0.0029
0.950  0.0697  0.0001  0.0011
1.050  0.0476  0.0001  0.0012
1.150  0.0300  0.0000  0.0009
1.250  0.0178  0.0000  0.0007
1.350  0.0100  0.0000  0.0008
1.450  0.0046  0.0000  0.0005
1.550  0.0017  0.0000  0.0003
1.650  0.0002  0.0000  0.0001
1.750 -0.0000 -0.0000  0.0000
