# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.058042 -----------------
#dely    BF    dB     BFVar
0.050 -0.1144 -0.0004  0.0021
0.150 -0.1088 -0.0004  0.0022
0.250 -0.0930 -0.0004  0.0033
0.350 -0.0769 -0.0003  0.0018
0.450 -0.0602 -0.0003  0.0021
0.550 -0.0454 -0.0002  0.0028
0.650 -0.0326 -0.0002  0.0019
0.750 -0.0216 -0.0001  0.0010
0.850 -0.0140 -0.0001  0.0006
0.950 -0.0080 -0.0001  0.0008
1.050 -0.0040 -0.0000  0.0005
1.150 -0.0016 -0.0000  0.0012
1.250 -0.0005 -0.0000  0.0002
1.350  0.0001  0.0000  0.0002
1.450  0.0002  0.0000  0.0001
1.550  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
