# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.248841 -----------------
#dely    BF    dB     BFVar
0.050  0.3384  0.0002  0.0025
0.150  0.3163  0.0002  0.0031
0.250  0.2914  0.0002  0.0027
0.350  0.2649  0.0002  0.0014
0.450  0.2380  0.0001  0.0021
0.550  0.2095  0.0001  0.0023
0.650  0.1818  0.0001  0.0027
0.750  0.1538  0.0001  0.0012
0.850  0.1289  0.0001  0.0019
0.950  0.1035  0.0001  0.0012
1.050  0.0815  0.0001  0.0019
1.150  0.0615  0.0001  0.0009
1.250  0.0452  0.0001  0.0019
1.350  0.0323  0.0000  0.0009
1.450  0.0208  0.0000  0.0008
1.550  0.0126  0.0000  0.0005
1.650  0.0063  0.0000  0.0003
1.750  0.0017  0.0000  0.0003
