'uu_width','ud_width','us_width','ss_width'
0.791985, 1.31897, 0.677182, 0.316431
0.66767, 1.32822, 0.734609, 0.429041
0.706931, 1.39609, 0.782638, 0.407629
0.785507, 1.39785, 0.75808, 0.307613
0.803247, 1.32403, 0.710865, 0.318541
0.808166, 1.34321, 0.742057, 0.270877
0.84208, 1.26733, 0.73827, 0.249545
0.84208, 1.26733, 0.73827, 0.249545
0.791411, 1.34552, 0.861073, 0.312904
0.845395, 1.38059, 0.904702, 0.378908
0.917472, 1.35595, 0.9508, 0.303298
0.881838, 1.43955, 0.940325, 0.317511
0.929625, 1.48965, 0.978327, 0.326494
0.927674, 1.35388, 1.02742, 0.346677
0.89256, 1.31709, 1.0458, 0.306626
0.848861, 1.44746, 1.01546, 0.342452
0.848861, 1.44746, 1.01546, 0.342452
0.862553, 1.41565, 1.00797, 0.361683
0.761866, 1.4266, 0.809018, 0.236303
0.847875, 1.41569, 0.790774, 0.261342
0.818739, 1.43515, 0.864219, 0.251909
0.75129, 1.46303, 0.72891, 0.289466
0.808744, 1.48272, 0.72332, 0.299726
0.808744, 1.48272, 0.72332, 0.299726
0.747207, 1.43742, 0.687607, 0.261125
0.784312, 1.43924, 0.51254, 0.186705
0.724, 1.45453, 0.498187, 0.224747
0.778667, 1.46366, 0.611035, 0.199129
0.72342, 1.42896, 0.530259, 0.25785
0.628073, 1.37082, 0.590309, 0.255567
0.728124, 1.38598, 0.607465, 0.304793
0.787791, 1.22812, 0.513723, 0.237257
0.81297, 1.32316, 0.541415, 0.220952
0.862423, 1.40923, 0.588199, 0.161511
0.807887, 1.37914, 0.645413, 0.203646
0.858781, 1.37046, 0.715225, 0.224441
0.821645, 1.29554, 0.580818, 0.252044
0.84123, 1.27754, 0.638772, 0.269507
0.789662, 1.32606, 0.549943, 0.271957
0.798636, 1.3139, 0.572579, 0.215118
0.790124, 1.27735, 0.469969, 0.318429
0.73153, 1.23283, 0.446734, 0.290505
0.764569, 1.24606, 0.453161, 0.225841
0.698627, 1.28295, 0.399749, 0.2856
0.705891, 1.27252, 0.468127, 0.406174
0.671843, 1.28758, 0.353252, 0.285375
0.76499, 1.22584, 0.176599, 0.287092
0.674599, 1.31934, 0.315808, 0.268668
0.754194, 1.31098, 0.620657, 0.323685
0.837694, 1.27339, 0.64456, 0.360626
0.602215, 1.45987, 0.588559, 0.373471
0.602215, 1.45987, 0.588559, 0.373471
0.522197, 1.46461, 0.431747, 0.287523
0.575571, 1.48788, 0.44145, 0.273884
0.626842, 1.49357, 0.365005, 0.212276
0.626842, 1.49357, 0.365005, 0.212276
0.665512, 1.42205, 0.426603, 0.338978
0.608662, 1.48079, 0.361781, 0.278079
0.742437, 1.38308, 0.405757, 0.245583
0.702853, 1.29656, 0.579205, 0.338203
0.755521, 1.33051, 0.639682, 0.359039
0.73058, 1.29144, 0.553879, 0.382426
0.716963, 1.37774, 0.550949, 0.336572
0.720665, 1.48624, 0.542955, 0.271999
0.645295, 1.46354, 0.428507, 0.189826
0.602521, 1.45385, 0.45688, 0.204963
0.49692, 1.47045, 0.533094, 0.277737
0.53608, 1.39541, 0.464962, 0.324396
0.598069, 1.36329, 0.515072, 0.245705
0.665751, 1.47173, 0.387286, 0.138732
0.635501, 1.4414, 0.400096, 0.193886
0.6961, 1.49036, 0.370756, 0.288844
0.6961, 1.49036, 0.370756, 0.288844
0.606133, 1.42265, 0.348966, 0.279436
0.679149, 1.36791, 0.244274, 0.363263
0.740926, 1.43915, 0.281052, 0.270297
0.865977, 1.37435, 0.332728, 0.195869
0.756221, 1.40892, 0.307011, 0.236681
0.64619, 1.35345, 0.204526, 0.3381
0.729527, 1.47789, 0.194037, 0.327845
0.774155, 1.47658, 0.211966, 0.338153
0.635273, 1.46353, 0.234032, 0.313514
0.695859, 1.44496, 0.399178, 0.22125
0.749921, 1.32183, 0.509831, 0.224459
0.83313, 1.26106, 0.629915, 0.258173
0.83313, 1.26106, 0.629915, 0.258173
0.84663, 1.28979, 0.559934, 0.228468
0.738627, 1.29643, 0.578942, 0.287901
0.744586, 1.37927, 0.607928, 0.285529
0.766873, 1.29624, 0.590221, 0.333455
0.8684, 1.26349, 0.687742, 0.258115
0.812736, 1.17458, 0.645446, 0.2574
0.825471, 1.20506, 0.585172, 0.382508
0.739157, 1.25232, 0.6613, 0.346595
0.700601, 1.40381, 0.664369, 0.265914
0.759176, 1.3883, 0.654105, 0.202618
0.750275, 1.40502, 0.604823, 0.243096
0.681687, 1.45223, 0.450383, 0.273422
0.690911, 1.46356, 0.435989, 0.317229
0.633775, 1.46269, 0.478386, 0.305338
0.650102, 1.42896, 0.504835, 0.243403
0.699639, 1.41745, 0.518901, 0.207585
0.605561, 1.4164, 0.550425, 0.307119
0.605561, 1.4164, 0.550425, 0.307119
0.677654, 1.40945, 0.533044, 0.257272
0.757425, 1.48828, 0.57675, 0.218017
0.83357, 1.33068, 0.559792, 0.224766
0.777223, 1.30383, 0.523607, 0.25377
0.830574, 1.34918, 0.619534, 0.191081
0.875645, 1.42709, 0.776192, 0.186079
0.900546, 1.47477, 0.771444, 0.173362
0.900546, 1.47477, 0.771444, 0.173362
0.902464, 1.33294, 0.875177, 0.203536
0.89375, 1.3266, 0.944721, 0.227892
0.908679, 1.35924, 0.803239, 0.229302
0.787563, 1.26689, 0.722345, 0.251979
0.705434, 1.33552, 0.680729, 0.342226
0.658854, 1.3278, 0.678463, 0.335563
0.747318, 1.20307, 0.534406, 0.337875
0.707528, 1.23014, 0.483656, 0.313152
0.80979, 1.31405, 0.469627, 0.289765
0.677354, 1.26077, 0.381811, 0.285555
0.675579, 1.29511, 0.326659, 0.303101
0.683663, 1.29837, 0.277816, 0.295846
0.742668, 1.17842, 0.367552, 0.230118
0.763999, 1.20026, 0.481592, 0.237176
0.74691, 1.36333, 0.605679, 0.323329
0.796266, 1.24637, 0.612413, 0.244596
0.771386, 1.24736, 0.659114, 0.274117
0.799967, 1.38787, 0.679969, 0.291585
0.921163, 1.36816, 0.703208, 0.211314
0.84469, 1.36826, 0.714412, 0.134182
0.81772, 1.47977, 0.709579, 0.166954
0.827114, 1.42221, 0.688328, 0.229076
0.780215, 1.28816, 0.727109, 0.201491
0.815136, 1.47335, 0.613619, 0.21749
0.816163, 1.49825, 0.716892, 0.224222
0.846211, 1.46908, 0.889103, 0.215787
0.898877, 1.45086, 0.913897, 0.233163
0.74818, 1.41177, 0.79309, 0.328729
0.815017, 1.28888, 0.662806, 0.347
0.816157, 1.11557, 0.670262, 0.275886
0.816157, 1.11557, 0.670262, 0.275886
0.777674, 1.13757, 0.488966, 0.34298
0.760157, 1.24073, 0.421378, 0.3292
0.796132, 1.16331, 0.453265, 0.335511
0.758168, 1.16619, 0.403676, 0.308667
0.723751, 1.18879, 0.395461, 0.297848
0.76942, 1.1558, 0.418043, 0.360182
0.703337, 1.33551, 0.229511, 0.359791
0.701967, 1.30783, 0.323436, 0.325092
0.796762, 1.38903, 0.209117, 0.253934
0.756734, 1.4369, 0.225836, 0.223483
0.716485, 1.44491, 0.366831, 0.214016
0.68455, 1.31343, 0.320688, 0.229428
0.74624, 1.45221, 0.319227, 0.220821
0.717924, 1.36503, 0.582226, 0.256134
0.882692, 1.35601, 0.581094, 0.159757
0.783437, 1.29474, 0.547901, 0.137208
0.880614, 1.45492, 0.531381, 0.206857
0.850558, 1.40984, 0.526232, 0.23569
0.847974, 1.45768, 0.654769, 0.213809
0.824253, 1.40274, 0.717766, 0.208748
0.824253, 1.40274, 0.717766, 0.208748
0.842233, 1.33595, 0.632145, 0.223275
0.844807, 1.3141, 0.621313, 0.207658
0.834119, 1.26988, 0.656458, 0.207231
0.891454, 1.21864, 0.727783, 0.233094
0.852317, 1.33527, 0.825754, 0.232792
0.852317, 1.33527, 0.825754, 0.232792
0.845092, 1.3722, 0.799758, 0.182034
0.766532, 1.39049, 0.699465, 0.262112
0.686363, 1.39114, 0.656532, 0.316006
0.749094, 1.42738, 0.557714, 0.247934
0.724032, 1.42055, 0.46508, 0.243488
0.714984, 1.4725, 0.406974, 0.266696
0.767684, 1.38639, 0.454561, 0.209622
0.697252, 1.33352, 0.524145, 0.268905
0.724366, 1.36327, 0.468676, 0.278002
0.826648, 1.31944, 0.453736, 0.22897
0.726054, 1.303, 0.410491, 0.23194
0.739016, 1.38788, 0.415757, 0.267068
0.739016, 1.38788, 0.415757, 0.267068
0.641446, 1.45366, 0.370983, 0.220812
0.650371, 1.49383, 0.424951, 0.198072
0.573858, 1.4682, 0.39896, 0.265152
0.60546, 1.47035, 0.433779, 0.203251
0.693362, 1.48942, 0.329533, 0.261662
0.685196, 1.43899, 0.480329, 0.313356
0.733007, 1.43889, 0.574323, 0.185162
0.681902, 1.45701, 0.587366, 0.269112
0.632518, 1.35654, 0.524682, 0.255779
0.625964, 1.31317, 0.383984, 0.23983
0.776301, 1.33438, 0.287923, 0.1637
0.799996, 1.23439, 0.260698, 0.290692
0.768754, 1.23937, 0.384519, 0.327221
0.778328, 1.32385, 0.399569, 0.27713
0.847452, 1.25194, 0.478299, 0.226551
0.931031, 1.24245, 0.53155, 0.162636
0.901851, 1.25129, 0.561373, 0.245989
0.867399, 1.23195, 0.511559, 0.261142
0.882068, 1.07392, 0.614937, 0.333034
0.846921, 1.10679, 0.732673, 0.289517
0.894645, 1.05093, 0.66954, 0.291649
0.890664, 1.08471, 0.644353, 0.33854
0.914376, 0.976975, 0.575294, 0.298602
0.876408, 0.90206, 0.533226, 0.354761
0.904299, 0.853425, 0.531372, 0.248761
0.92617, 0.869464, 0.529806, 0.22419
0.896559, 0.930558, 0.650296, 0.211342
0.895885, 0.823674, 0.619867, 0.232833
0.932102, 0.79202, 0.686376, 0.260013
0.81429, 0.796042, 0.562984, 0.324749
0.830548, 0.746722, 0.541201, 0.420767
0.751183, 0.724662, 0.320841, 0.425779
0.752293, 0.745542, 0.404219, 0.353968
0.845094, 0.807801, 0.472589, 0.400778
0.9223, 0.865657, 0.502586, 0.268256
0.877512, 0.919059, 0.459001, 0.265636
0.853311, 0.975028, 0.537214, 0.261385
0.852954, 0.986407, 0.53319, 0.268842
0.913007, 0.890694, 0.521964, 0.260551
1.04497, 0.73361, 0.605284, 0.175438
0.978591, 0.763514, 0.608182, 0.198996
0.898739, 0.762943, 0.481182, 0.262214
0.91556, 0.579584, 0.582674, 0.276752
0.956855, 0.694129, 0.64416, 0.273633
0.940288, 0.721092, 0.56246, 0.226693
0.946664, 0.809918, 0.440838, 0.371416
0.982916, 0.768046, 0.385319, 0.3343
0.841591, 0.916862, 0.478316, 0.270714
0.698204, 1.03481, 0.379088, 0.34916
0.673124, 1.0765, 0.316657, 0.417003
0.631006, 1.1216, 0.249276, 0.412053
0.66588, 1.06787, 0.339042, 0.451295
0.649118, 1.17757, 0.35738, 0.384236
0.754387, 1.19134, 0.243919, 0.461408
0.734378, 1.21795, 0.355191, 0.265536
0.73366, 1.3087, 0.462892, 0.259335
0.704032, 1.25591, 0.469431, 0.262496
0.754335, 1.41764, 0.368835, 0.245382
0.711788, 1.44423, 0.416621, 0.295148
0.701003, 1.3895, 0.445177, 0.178682
0.779863, 1.4253, 0.382779, 0.193251
0.770971, 1.46612, 0.345692, 0.209022
