# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.1
# ------- normalization=0.0653441 -----------------
#dely    BF
0.050  0.1147  0.0051
0.150  0.1249  0.0056
0.250  0.0924  0.0044
0.350  0.0302  0.0015
0.450  0.0750  0.0040
0.550  0.0889  0.0053
0.650  0.0415  0.0027
0.750  0.0214  0.0015
0.850  0.0367  0.0031
0.950  0.0117  0.0011
1.050  0.0318  0.0033
1.150  0.0085  0.0011
1.250 -0.0239 -0.0033
1.350 -0.0009 -0.0002
1.450  0.0018  0.0006
1.550 -0.0013 -0.0005
1.650  0.0000  0.0000
1.750  0.0000  0.0000
