# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.25, BARYON_FUDGE=0.666667
# ------- normalization=0.0576052 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0546  0.0002  0.2214 -0.1668  0.0000
0.150  0.0581  0.0003  0.2114 -0.1533  0.0000
0.250  0.0613  0.0003  0.1930 -0.1317  0.0000
0.350  0.0600  0.0003  0.1671 -0.1071  0.0000
0.450  0.0636  0.0004  0.1467 -0.0831  0.0000
0.550  0.0596  0.0004  0.1208 -0.0612  0.0000
0.650  0.0571  0.0005  0.0995 -0.0424  0.0000
0.750  0.0481  0.0005  0.0755 -0.0273  0.0000
0.850  0.0430  0.0005  0.0586 -0.0157  0.0000
0.950  0.0309  0.0005  0.0396 -0.0087  0.0000
1.050  0.0194  0.0004  0.0239 -0.0045  0.0000
1.150  0.0119  0.0003  0.0136 -0.0017  0.0000
1.250  0.0061  0.0002  0.0066 -0.0005  0.0000
1.350  0.0020  0.0001  0.0021 -0.0002  0.0000
1.450  0.0005  0.0001  0.0005 -0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
