# ICODE=321, JCODE=-321
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.25, BARYON_FUDGE=0.666667
# ------- normalization=0.0481294 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0577  0.0001  0.1282 -0.0763  0.0058
0.150  0.0568  0.0001  0.1227 -0.0713  0.0055
0.250  0.0544  0.0001  0.1127 -0.0633  0.0049
0.350  0.0514  0.0001  0.1007 -0.0537  0.0044
0.450  0.0495  0.0001  0.0890 -0.0432  0.0037
0.550  0.0446  0.0001  0.0752 -0.0338  0.0032
0.650  0.0401  0.0001  0.0625 -0.0251  0.0027
0.750  0.0350  0.0001  0.0506 -0.0177  0.0021
0.850  0.0290  0.0001  0.0392 -0.0118  0.0015
0.950  0.0230  0.0001  0.0292 -0.0074  0.0011
1.050  0.0170  0.0001  0.0206 -0.0044  0.0007
1.150  0.0114  0.0001  0.0132 -0.0022  0.0004
1.250  0.0067  0.0001  0.0075 -0.0009  0.0002
1.350  0.0032  0.0000  0.0035 -0.0003  0.0000
1.450  0.0012  0.0000  0.0012 -0.0001  0.0000
1.550  0.0003  0.0000  0.0003 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
