# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0372037 -----------------
#dely    BF
0.050 -0.0005 -0.0000
0.150  0.0042  0.0000
0.250  0.0037  0.0000
0.350 -0.0008 -0.0000
0.450 -0.0193 -0.0002
0.550 -0.0352 -0.0003
0.650 -0.0316 -0.0003
0.750 -0.0315 -0.0003
0.850 -0.0411 -0.0005
0.950 -0.0271 -0.0003
1.050 -0.0350 -0.0005
1.150 -0.0435 -0.0007
1.250 -0.0390 -0.0007
1.350 -0.0313 -0.0006
1.450 -0.0209 -0.0005
1.550 -0.0130 -0.0004
1.650 -0.0070 -0.0003
1.750 -0.0032 -0.0002
