1.73564 0.104564 -0.393393 0.545045 1.39421 0.339339 1.29249 0.171605 -0.481481 1.91632 -0.0341098 -0.54955 -172.422 6.06643 2.08001 -137.476 26.4031 5.32737 21.1141 -0.00971744 0.738502 175.689 -31.182 -9.2137 
1.54354 0.932228 0.77978 1.2012 0.800222 0.405405 0.25976 3.05733 0.90991 0.242643 2.79784 0.261261 69.1743 -36.5348 -3.18082 35.5788 -16.2536 -5.61159 -29.8232 47.9778 3.97416 -84.3729 -16.681 5.9649 
1.53023 -0.0837411 -0.74975 1.22212 0.928603 0.611612 1.22593 -0.105916 -0.937938 1.34384 0.734625 0.391391 -232.167 31.7444 0.773524 -205.367 10.3793 9.30918 -21.5353 -10.5391 3.54043 -33.1482 31.1828 -0.290098 
1.7965 -0.188106 -0.813814 1.83073 0.551252 0.305305 1.28488 0.293292 -0.303303 0.615415 1.26866 0.351351 -209.242 44.5289 5.68054 -208.483 15.5025 12.5881 -66.6538 -11.1668 2.13274 -59.6011 -25.5576 -10.8661 
0.678178 0.317511 -0.931932 1.55115 0.0827981 -0.491491 1.84785 -0.185944 -0.795796 1.1974 0.114639 -0.625626 32.0997 -53.2022 4.65191 -153.429 -74.0723 2.76187 33.8389 32.7265 -4.03013 135.4 30.3647 1.94134 
1.99429 0.67353 0.531532 0.457558 1.93916 0.821822 0.853153 1.19659 0.675676 1.63864 0.698776 0.465465 -30.6483 -44.8802 -1.66616 17.6626 -9.29406 0.00580543 -17.1932 -2.67499 -2.71033 37.328 40.3958 6.76135 
0.120921 5.04924 -0.323323 1.56637 0.879511 0.70971 0.731431 0.977802 0.161161 0.177978 4.22352 0.96997 70.404 52.4756 -5.17043 40.9526 23.2136 -2.42726 9.39848 -2.04495 0.0798542 -110.54 -63.5047 8.03969 
1.92773 0.356266 0.039039 1.17838 -0.0209061 -0.841842 1.10801 1.1117 0.805806 1.39139 1.0961 0.957958 -6.60075 -3.42519 2.79338 -79.0904 -23.0884 5.25572 -78.4617 -23.6534 0.422088 -40.1709 46.0523 6.46161 
0.683884 1.35726 0.63964 1.09279 1.11436 0.797798 0.166567 4.15097 0.493493 0.535536 1.21611 0.041041 54.0901 32.6012 -0.659727 51.0316 4.6924 13.7104 11.3062 9.51507 6.70899 -79.6828 4.4518 -12.5205 
0.305405 2.647 0.843844 1.47508 0.0585922 -0.55956 0.858859 0.145385 -0.893894 0.17988 4.18437 0.967968 151.199 31.2409 -4.22029 -1.3539 55.2908 -5.85285 27.503 -12.3417 8.06046 -133.703 -69.1179 -3.59569 
