2698.06 2175.23 1650.04 1212.55 857.364 601.076 414.132 284.484 182.979 114.906 60.5283 29.4505 8.54337 2.27737 0.775812 0 0 
2175.23 1814.52 1407.81 1063.14 771.68 555.839 391.603 274.281 180.673 115.995 63.8409 33.0423 11.6456 3.55762 0.755496 0 0 
1650.04 1407.81 1137.3 885.259 666.819 498.209 362.123 261.128 177.329 117.207 67.7883 37.0177 14.8126 4.99681 0.771011 0 0 
1212.55 1063.14 885.259 726.139 568.286 443.067 333.663 248.133 173.839 118.17 71.1388 40.3243 17.5367 6.1062 0.772944 0 0 
857.364 771.68 666.819 568.286 471.798 382.57 298.103 228.274 164.447 114.399 71.1162 41.6409 18.9869 6.79285 0.769786 0 0 
601.076 555.839 498.209 443.067 382.57 328.69 262.845 206.679 152.925 108.914 69.3681 41.3839 19.5332 7.14182 0.758187 0 0 
414.132 391.603 362.123 333.663 298.103 262.845 220.592 176.142 133.474 96.9445 63.1726 38.3985 18.5419 6.92851 0.696451 0 0 
284.484 274.281 261.128 248.133 228.274 206.679 176.142 146.611 111.893 82.7883 55.0666 33.9172 16.7603 6.27442 0.628709 0 0 
182.979 180.673 177.329 173.839 164.447 152.925 133.474 111.893 90.132 66.4502 45.1863 28.1707 14.171 5.40031 0.516941 0 0 
114.906 115.995 117.207 118.17 114.399 108.914 96.9445 82.7883 66.4502 52.1629 35.0668 22.249 11.3316 4.4339 0.423328 0 0 
60.5283 63.8409 67.7883 71.1388 71.1162 69.3681 63.1726 55.0666 45.1863 35.0668 25.9336 15.8764 8.26949 3.24307 0.323698 0 0 
29.4505 33.0423 37.0177 40.3243 41.6409 41.3839 38.3985 33.9172 28.1707 22.249 15.8764 11.1221 5.42219 2.15312 0.21971 0 0 
8.54337 11.6456 14.8126 17.5367 18.9869 19.5332 18.5419 16.7603 14.171 11.3316 8.26949 5.42219 3.49278 1.1373 0.112305 0 0 
2.27737 3.55762 4.99681 6.1062 6.79285 7.14182 6.92851 6.27442 5.40031 4.4339 3.24307 2.15312 1.1373 0.795229 0.0497264 0 0 
0.775812 0.755496 0.771011 0.772944 0.769786 0.758187 0.696451 0.628709 0.516941 0.423328 0.323698 0.21971 0.112305 0.0497264 0.068778 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
