-21.3313 -216.612 250.17 89.2769 -83.249 1.05964 4.8578 -6.15681 2.36616 
19.1708 -42.4427 -16.319 12.4256 2.93771 1.53791 1.70003 6.0448 -4.38227 
-0.580248 2.01095 -0.705818 0.00909447 -0.166684 0.11179 0.660848 -0.143572 -0.521086 
-48.4086 -139.77 172.043 -35.6789 38.038 -32.6562 34.73 -13.0709 15.2285 
36.086 -25.4415 -9.44907 -16.5405 -4.70114 -12.3632 -3.59312 1.54334 -3.99124 
5.71556 -7.15825 -0.382369 2.92775 -2.81001 2.90183 -1.07783 2.36985 -2.62278 
-1.74966 -77.4129 77.2661 -15.1684 19.6226 39.9677 -40.528 46.7766 -48.406 
-1.38224 14.604 13.6182 5.9869 4.41242 -7.65886 -7.24438 -14.5408 -6.02926 
1.51031 -0.112031 -0.591136 -0.109256 -0.374806 -0.451829 0.378799 -1.70529 0.219303 
20.4118 60.8054 -56.354 15.0453 -16.5665 -66.6325 65.8729 238.202 -256.071 
-36.5085 10.1675 6.69482 1.64804 7.22115 -12.7293 -0.731683 40.9023 24.2512 
-1.45359 -1.54043 0.99197 -0.695749 0.101347 0.892165 -1.34601 -0.111809 0.884339 
