# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.273621 -----------------
#dely    BF    dB     BFVar
0.050  0.3722  0.0002  0.0044
0.150  0.3493  0.0002  0.0054
0.250  0.3204  0.0002  0.0051
0.350  0.2958  0.0002  0.0029
0.450  0.2657  0.0002  0.0037
0.550  0.2344  0.0002  0.0036
0.650  0.2035  0.0002  0.0038
0.750  0.1707  0.0002  0.0018
0.850  0.1428  0.0001  0.0023
0.950  0.1135  0.0001  0.0016
1.050  0.0875  0.0001  0.0012
1.150  0.0666  0.0001  0.0012
1.250  0.0474  0.0001  0.0011
1.350  0.0324  0.0001  0.0015
1.450  0.0203  0.0001  0.0012
1.550  0.0102  0.0000  0.0007
1.650  0.0033  0.0000  0.0003
1.750  0.0002  0.0000  0.0001
