# ICODE=1735357040, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.349351 -----------------
#dely    BF
0.050  0.5843  0.0005
0.150  0.5366  0.0005
0.250  0.4838  0.0005
0.350  0.4191  0.0004
0.450  0.3569  0.0004
0.550  0.2959  0.0004
0.650  0.2363  0.0003
0.750  0.1838  0.0003
0.850  0.1383  0.0002
0.950  0.0993  0.0002
1.050  0.0675  0.0001
1.150  0.0452  0.0001
1.250  0.0268  0.0001
1.350  0.0140  0.0000
1.450  0.0061  0.0000
1.550  0.0011  0.0000
1.650 -0.0008 -0.0000
1.750 -0.0006 -0.0000
