# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.00668484 -----------------
#dely    BF    dB     BFVar
0.050 -0.0081 -0.0001  0.0024
0.150 -0.0098 -0.0001  0.0038
0.250 -0.0107 -0.0001  0.0026
0.350 -0.0078 -0.0001  0.0028
0.450 -0.0046 -0.0000  0.0023
0.550 -0.0067 -0.0001  0.0027
0.650 -0.0051 -0.0000  0.0013
0.750 -0.0044 -0.0000  0.0018
0.850 -0.0035 -0.0000  0.0017
0.950 -0.0023 -0.0000  0.0026
1.050 -0.0018 -0.0000  0.0010
1.150 -0.0008 -0.0000  0.0003
1.250 -0.0010 -0.0000  0.0004
1.350 -0.0003 -0.0000  0.0002
1.450 -0.0001 -0.0000  0.0001
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
