# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.226364 -----------------
#dely    BF
0.050  0.3422  0.0023
0.150  0.3250  0.0023
0.250  0.3189  0.0023
0.350  0.2512  0.0019
0.450  0.2321  0.0019
0.550  0.1843  0.0016
0.650  0.1634  0.0015
0.750  0.1206  0.0012
0.850  0.1105  0.0012
0.950  0.0719  0.0008
1.050  0.0513  0.0007
1.150  0.0435  0.0006
1.250  0.0220  0.0004
1.350  0.0138  0.0003
1.450  0.0067  0.0002
1.550  0.0058  0.0002
1.650  0.0011  0.0000
1.750 -0.0007 -0.0000
