# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.176195 -----------------
#dely    BF    dB     BFVar
0.050  0.1534  0.0001  0.0025
0.150  0.1508  0.0001  0.0038
0.250  0.1492  0.0001  0.0023
0.350  0.1502  0.0001  0.0018
0.450  0.1522  0.0001  0.0025
0.550  0.1495  0.0001  0.0023
0.650  0.1455  0.0001  0.0014
0.750  0.1364  0.0001  0.0044
0.850  0.1250  0.0001  0.0019
0.950  0.1113  0.0001  0.0027
1.050  0.0952  0.0001  0.0016
1.150  0.0791  0.0001  0.0010
1.250  0.0623  0.0001  0.0008
1.350  0.0463  0.0001  0.0011
1.450  0.0312  0.0001  0.0012
1.550  0.0175  0.0001  0.0007
1.650  0.0063  0.0000  0.0003
1.750  0.0006  0.0000  0.0001
