'InvCoshPar_uu_width','InvCoshPar_ud_width','InvCoshPar_us_width','InvCoshPar_ss_width'
1.2807,0.713587,0.596427,1.12962
1.24638,0.702895,0.597347,1.06482
1.24638,0.702895,0.597347,1.06482
1.16871,0.639812,0.612298,1.09777
1.16548,0.611084,0.608295,1.12972
1.16548,0.611084,0.608295,1.12972
1.19306,0.626296,0.612969,1.11767
1.18857,0.624435,0.626221,1.14227
1.11626,0.683698,0.663812,1.08517
1.16758,0.62749,0.602701,1.05331
1.18277,0.640802,0.595011,1.02358
1.19081,0.673572,0.60853,1.03395
1.1988,0.684382,0.592643,1.07807
1.18535,0.684031,0.59184,1.07608
1.1756,0.71099,0.594381,1.06547
1.21049,0.791306,0.638452,1.00534
1.15401,0.781828,0.655203,0.939226
1.13175,0.737255,0.643559,0.938733
1.168,0.747903,0.647199,0.95002
1.16108,0.737999,0.636036,0.982388
1.21098,0.743808,0.604313,0.94313
1.19855,0.762722,0.6299,0.950159
1.18699,0.773379,0.642113,0.964855
1.21105,0.754482,0.646839,0.93665
1.2217,0.738308,0.60161,0.953451
1.2768,0.694979,0.553998,0.933837
1.29668,0.636502,0.572345,0.884066
1.2828,0.574172,0.555299,0.832423
1.23649,0.589319,0.576436,0.866312
1.26429,0.570647,0.563161,0.84493
1.2668,0.58039,0.567923,0.867765
1.17909,0.615686,0.570985,0.900317
1.17665,0.59161,0.606543,0.862494
1.13523,0.625128,0.635639,0.867423
1.13659,0.63476,0.651416,0.833905
1.06639,0.67612,0.709461,0.822045
1.10923,0.657427,0.688353,0.873023
1.08337,0.724332,0.714319,0.871273
1.08909,0.696921,0.691393,0.867294
1.09655,0.706744,0.67017,0.89888
1.10778,0.713272,0.69829,0.865004
1.08248,0.714168,0.680362,0.904931
1.10248,0.661168,0.66022,0.912592
1.10563,0.662146,0.636804,0.90974
1.1076,0.683585,0.651761,0.887962
1.14903,0.671312,0.660129,0.873471
1.12577,0.730447,0.689061,0.873118
1.1182,0.720304,0.707533,0.828709
1.11129,0.669113,0.726029,0.784526
1.11219,0.69185,0.720741,0.79396
1.09101,0.615483,0.716284,0.739952
1.1231,0.602416,0.744052,0.749211
1.05517,0.543572,0.726957,0.730471
1.10413,0.5456,0.701481,0.706656
1.10703,0.624435,0.796632,0.683176
1.08742,0.634962,0.777869,0.730356
1.09821,0.685483,0.788667,0.762824
1.10349,0.677602,0.785595,0.732395
1.13153,0.666018,0.729332,0.798406
1.1,0.648375,0.713284,0.82027
1.0989,0.622177,0.693649,0.786721
1.1084,0.596196,0.684889,0.778225
1.12641,0.562518,0.697223,0.746035
1.12641,0.562518,0.697223,0.746035
1.16965,0.536021,0.628351,0.752533
1.14774,0.50321,0.639556,0.761118
1.13543,0.531655,0.618485,0.782005
1.12911,0.579128,0.630648,0.824601
1.13943,0.546667,0.618332,0.856081
1.03169,0.560118,0.666408,0.851035
1.00236,0.660689,0.687805,0.878201
1.0549,0.693219,0.654839,0.871602
1.11026,0.626628,0.645302,0.944196
1.06703,0.593034,0.633987,0.908872
1.05191,0.563226,0.62755,0.936055
1.10616,0.531115,0.583914,0.937224
1.1124,0.549774,0.582213,0.969873
1.10715,0.536552,0.583468,0.968742
1.0835,0.568145,0.611844,1.03292
1.12413,0.564795,0.564517,1.07254
1.1015,0.484456,0.540174,0.993679
1.05188,0.467399,0.558156,1.07542
1.05188,0.467399,0.558156,1.07542
1.04817,0.481757,0.567093,1.10142
1.12613,0.596246,0.598559,1.07911
1.14048,0.648924,0.648296,1.08014
1.16011,0.601846,0.588419,1.11928
1.19791,0.632086,0.62568,1.19559
1.21195,0.622661,0.611404,1.16258
1.21195,0.622661,0.611404,1.16258
1.21843,0.617684,0.606748,1.13354
1.20351,0.644408,0.606056,1.14443
1.18122,0.697553,0.661492,1.16056
1.15063,0.65826,0.643384,1.19557
1.22366,0.703955,0.60393,1.14286
1.25822,0.67673,0.626663,1.17839
1.27198,0.729168,0.608214,1.15378
1.27198,0.729168,0.608214,1.15378
1.29451,0.695535,0.640558,1.17177
1.30042,0.694686,0.595197,1.11605
1.24432,0.684612,0.585899,1.09226
1.16729,0.705362,0.615356,1.06965
1.20791,0.726903,0.603821,1.04929
1.14851,0.613768,0.633004,1.02823
1.11394,0.552245,0.589568,1.04513
1.15192,0.559659,0.577928,1.03791
1.12028,0.600155,0.618698,1.03398
1.10966,0.569609,0.609475,1.05134
1.09064,0.603131,0.61493,1.05401
1.08788,0.585141,0.601806,1.07604
1.05778,0.52694,0.566046,1.06858
1.12563,0.582235,0.608266,1.0297
1.16124,0.606214,0.565134,1.04549
1.14505,0.629812,0.587735,1.11341
1.18795,0.628865,0.568648,1.10354
1.18786,0.67017,0.636173,1.11963
1.15024,0.671658,0.629766,1.10789
1.12251,0.663687,0.65102,1.14573
1.12152,0.737688,0.696261,1.11689
1.11036,0.708231,0.707666,1.14246
1.09517,0.73079,0.718551,1.11715
1.08489,0.79418,0.742251,1.07752
1.09423,0.80251,0.727255,1.05262
1.1587,0.831239,0.73527,1.0818
1.11479,0.739891,0.713214,1.13963
1.08937,0.745533,0.735355,1.16521
1.10275,0.743013,0.730755,1.14191
1.19511,0.744402,0.67593,1.15478
1.18418,0.766522,0.687079,1.16976
1.1494,0.741117,0.670834,1.12836
1.1714,0.703655,0.706184,1.16078
1.18792,0.684842,0.692606,1.15143
1.18742,0.689835,0.677263,1.17664
1.19122,0.70386,0.693698,1.23974
1.28847,0.693853,0.627783,1.26765
1.29764,0.73784,0.652391,1.22426
1.28576,0.760411,0.655157,1.22359
1.32717,0.765175,0.647227,1.28142
1.26334,0.770303,0.687368,1.23917
1.23817,0.697986,0.648448,1.19428
1.26704,0.701293,0.650323,1.1753
1.26804,0.719069,0.66921,1.16534
1.23173,0.750297,0.641405,1.16208
1.23349,0.770378,0.64604,1.14811
1.20337,0.747547,0.663936,1.16522
1.23914,0.772048,0.660911,1.14194
1.15128,0.757304,0.656845,1.07128
1.11812,0.769779,0.702271,1.0531
1.12758,0.771301,0.719687,1.10155
1.13908,0.859293,0.683768,1.00586
1.16729,0.890132,0.68043,1.02758
1.18986,0.899475,0.681169,1.00817
1.22853,0.919476,0.639594,0.907641
1.21924,0.858971,0.670399,0.903143
1.29823,0.839487,0.599817,0.902853
1.28083,0.859395,0.621517,0.870012
1.28083,0.859395,0.621517,0.870012
1.20988,0.854352,0.663225,0.879106
1.19634,0.919312,0.699632,0.92575
1.16194,0.894089,0.692155,0.999133
1.1834,0.903542,0.692184,0.910214
1.18069,0.892255,0.682846,0.930796
1.22637,0.827724,0.65891,0.918305
1.28839,0.828959,0.598179,0.954563
1.19638,0.895641,0.654136,0.973472
1.20838,0.902631,0.658747,1.04194
1.24361,0.892485,0.670532,1.07041
1.23018,0.901902,0.697823,1.05703
1.19738,0.872817,0.67941,1.14006
1.21799,0.898184,0.70658,1.12377
1.22847,0.909565,0.715818,1.14814
1.24472,0.918118,0.761486,1.16861
1.28225,0.887931,0.631975,1.09195
1.28001,0.903662,0.645261,1.09839
1.29186,0.911248,0.592718,1.03472
1.30383,0.886097,0.612868,1.05635
1.29593,0.88959,0.600157,1.05094
1.26349,0.972854,0.648982,1.1006
1.26809,0.955134,0.658416,1.14864
1.2752,0.993124,0.67324,1.16188
1.24313,1.15244,0.708424,1.15634
1.28406,1.1876,0.678318,1.14811
1.2641,1.20427,0.646032,1.1062
1.2375,1.18742,0.669972,1.0985
1.23338,1.20069,0.69532,1.06861
1.19162,1.23307,0.63567,1.00235
1.19729,1.1986,0.717371,1.03185
1.24405,1.1552,0.660347,1.03596
1.22384,1.102,0.658612,0.997257
1.23927,1.13476,0.675362,1.05837
1.24083,1.10327,0.632842,1.02462
1.21369,1.09654,0.646391,0.989523
1.31035,1.13315,0.606,0.998473
1.30591,1.17414,0.59239,1.00396
1.27961,1.13169,0.643637,1.00433
1.27889,1.06725,0.640258,1.06581
1.31185,1.03143,0.647321,1.11583
1.29709,0.98238,0.640436,1.09113
1.22185,0.91279,0.666933,1.05671
1.21407,0.962268,0.691863,1.05633
1.20248,1.00297,0.71272,1.04712
1.26345,0.988989,0.652738,1.02708
1.23413,1.00068,0.692377,1.03933
1.22395,0.95571,0.6697,1.03234
1.22395,0.95571,0.6697,1.03234
1.25531,0.955939,0.642612,1.04538
1.19699,0.901409,0.675346,1.09183
1.20146,0.838112,0.660147,1.09689
1.16804,0.813333,0.688906,1.08072
1.17446,0.816007,0.666903,1.01088
1.25245,0.813516,0.655713,0.950197
1.13377,0.938742,0.717761,0.942309
1.14946,0.957346,0.748316,0.940301
1.14698,0.874428,0.706993,0.949406
1.16052,0.920663,0.705928,0.960716
1.14906,0.899497,0.706246,0.940946
1.12575,0.875226,0.694182,0.919171
1.10889,0.827316,0.700916,0.861104
1.13956,0.801554,0.680887,0.892803
1.15584,0.803654,0.681972,0.882985
1.13195,0.774449,0.70101,0.875134
1.19753,0.760881,0.68406,0.86116
1.20401,0.720576,0.657382,0.818027
1.2329,0.695507,0.641581,0.819731
1.20666,0.754724,0.649898,0.832189
1.18969,0.77548,0.679196,0.827624
1.17876,0.737987,0.698942,0.800462
1.18121,0.718122,0.700494,0.808546
1.17304,0.669396,0.694567,0.839052
1.15106,0.657674,0.688892,0.833412
1.09037,0.646048,0.637881,0.872886
1.13077,0.643055,0.622412,0.942794
1.13782,0.659773,0.616681,0.961298
1.20189,0.685418,0.627831,0.940514
1.20599,0.672414,0.596735,0.917453
1.19389,0.670343,0.612512,0.922653
1.14185,0.669201,0.619912,0.916858
1.14606,0.638052,0.611615,0.936741
1.09568,0.638631,0.638436,0.991334
1.11052,0.60839,0.636607,0.994973
1.11834,0.626582,0.596661,0.990001
1.1927,0.696655,0.609086,0.965355
1.1927,0.696655,0.609086,0.965355
1.19191,0.738577,0.603272,1.03452
1.16897,0.759617,0.646842,0.992973
1.16613,0.705543,0.624012,1.03404
1.18922,0.736375,0.622655,1.02699
1.17545,0.769439,0.638541,0.981882
1.18677,0.754566,0.647956,0.926355
1.14617,0.748794,0.654661,0.932498
1.12759,0.731085,0.681622,0.939842
1.08527,0.773648,0.702315,0.98872
1.07745,0.718669,0.724533,0.935014
1.09222,0.684955,0.690791,0.948592
1.05638,0.715865,0.689531,1.02732
1.04948,0.757418,0.71114,1.0386
1.05009,0.770389,0.728766,1.107
1.04876,0.774066,0.736029,1.06832
1.09001,0.811898,0.733103,1.12702
1.05042,0.837753,0.778686,1.12898
1.07024,0.86368,0.770114,1.071
1.0604,0.878702,0.724284,1.05372
1.13273,0.878154,0.739774,1.05357
1.11574,0.910957,0.741431,1.07826
1.12393,0.904634,0.749043,1.12008
1.17404,0.885632,0.729031,1.13878
1.11514,0.817193,0.710787,1.01459
1.10323,0.783367,0.697387,1.01735
1.08823,0.742077,0.692335,1.05342
1.1378,0.7219,0.703736,1.02177
1.12108,0.727772,0.717636,1.05515
1.14275,0.695876,0.668641,1.15137
1.14275,0.695876,0.668641,1.15137
1.13322,0.697686,0.6988,1.16218
1.15403,0.661355,0.658914,1.16173
1.09354,0.633422,0.670357,1.20129
1.067,0.637015,0.676109,1.20859
1.067,0.637015,0.676109,1.20859
1.07925,0.67789,0.68649,1.2084
1.09167,0.686368,0.656579,1.16984
1.09819,0.729,0.654746,1.082
1.12178,0.711037,0.685817,1.03621
1.15914,0.664838,0.640705,1.02439
1.14424,0.715607,0.659416,1.09206
1.15552,0.692649,0.635047,1.08112
1.16055,0.663812,0.607207,1.04896
1.19144,0.691922,0.624767,1.07888
1.18192,0.704387,0.614282,1.08795
1.22368,0.753698,0.622862,1.07589
1.23301,0.739057,0.598357,1.10467
1.19275,0.740233,0.647827,1.1374
1.23734,0.851123,0.673882,1.1519
1.23734,0.851123,0.673882,1.1519
1.20128,0.836771,0.675097,1.10014
1.17755,0.86241,0.716943,1.10413
1.16136,0.816899,0.701219,1.07657
1.16578,0.837815,0.678465,1.04174
1.14422,0.798719,0.715283,1.02927
1.10642,0.753449,0.686018,1.09886
1.11918,0.744473,0.658015,1.07939
1.11363,0.739835,0.671799,1.06881
1.09217,0.743794,0.654709,1.06284
1.10371,0.739321,0.663641,1.0791
1.12971,0.742753,0.662918,1.10021
1.14279,0.741815,0.686844,1.10518
1.15968,0.790441,0.685948,1.14657
1.25866,0.861124,0.668601,1.12056
1.22523,0.874263,0.688633,1.12726
1.23379,0.867538,0.685286,1.15073
1.23342,0.852894,0.675278,1.1427
1.23956,0.90489,0.647017,1.08198
1.25985,0.897408,0.656465,1.07275
1.14979,0.896657,0.668659,1.1086
1.1396,0.930378,0.715492,1.09065
1.22434,0.941895,0.681557,1.10586
1.22099,0.971599,0.630782,1.07515
1.3135,1.06462,0.609529,1.03441
1.28186,0.981942,0.649746,1.03018
1.19524,0.986251,0.684202,1.00466
1.19581,0.8401,0.66426,0.931931
1.17601,0.8609,0.703638,1.01128
1.15452,0.926281,0.71027,1.0185
1.15757,0.905754,0.710572,1.02951
1.17117,0.842384,0.660476,0.97932
1.17117,0.842384,0.660476,0.97932
1.1221,0.861698,0.695299,0.987158
1.17679,0.889568,0.682997,1.01892
1.23017,0.891228,0.650612,1.04169
1.23017,0.891228,0.650612,1.04169
1.26583,0.920339,0.698069,1.11948
1.25307,0.893338,0.679889,1.16495
1.22374,0.897865,0.69406,1.14631
1.22374,0.897865,0.69406,1.14631
1.34105,0.79516,0.572814,1.14502
1.35516,0.77564,0.581871,1.14922
1.37399,0.791341,0.538289,1.1688
1.40455,0.797281,0.53644,1.20471
1.37968,0.738604,0.556447,1.19521
1.37968,0.738604,0.556447,1.19521
1.34004,0.72894,0.594097,1.21567
1.26907,0.751433,0.617856,1.12297
1.25705,0.769737,0.652912,1.19672
1.20093,0.80414,0.630806,1.08151
1.21288,0.788873,0.629324,1.10778
1.22881,0.765754,0.648616,1.15315
1.23817,0.711891,0.611638,1.1571
1.2043,0.670048,0.648375,1.15273
1.21078,0.687655,0.62062,1.1638
1.19992,0.731629,0.64129,1.1506
1.21933,0.694729,0.625659,1.16586
1.24863,0.687336,0.632491,1.20988
1.22289,0.634533,0.613655,1.20498
1.2531,0.602772,0.561947,1.19212
1.29189,0.619355,0.579607,1.21436
1.28243,0.654413,0.580686,1.22332
1.26278,0.600969,0.613612,1.29521
1.21226,0.603386,0.621436,1.25741
1.19878,0.583636,0.616241,1.16548
1.1656,0.62941,0.622309,1.08961
1.17503,0.623604,0.605671,1.1135
1.14748,0.578697,0.579763,1.1523
1.18426,0.595773,0.605894,1.1653
1.20818,0.576007,0.572864,1.10178
1.20718,0.582888,0.559613,1.11408
1.19032,0.608916,0.588438,1.10989
1.28859,0.650637,0.598481,1.1589
1.22886,0.658362,0.623384,1.17998
1.16969,0.658621,0.627268,1.19242
1.19509,0.628668,0.639039,1.19735
1.19271,0.632118,0.648165,1.22791
1.13165,0.632418,0.687943,1.25172
1.11398,0.637931,0.68318,1.22037
1.19565,0.626713,0.630274,1.21147
1.17503,0.661189,0.670127,1.20042
1.20416,0.66407,0.651292,1.21179
1.2127,0.647973,0.63154,1.1921
1.21913,0.677134,0.611183,1.17324
1.20063,0.650658,0.621285,1.18114
1.17215,0.640638,0.635756,1.1674
1.13612,0.629703,0.646873,1.15661
1.13591,0.600428,0.636753,1.15322
1.13685,0.63978,0.645831,1.15696
1.15487,0.661565,0.650558,1.14252
1.07425,0.734313,0.694261,1.02557
1.08895,0.765303,0.704799,1.00866
1.0648,0.729613,0.675155,0.929022
1.13183,0.668874,0.630386,0.914545
1.13454,0.672626,0.634856,0.924536
1.11668,0.68809,0.650898,0.94675
1.10996,0.667618,0.632997,0.96731
1.11008,0.669967,0.668317,0.856693
1.136,0.735927,0.724569,0.824049
1.10737,0.721106,0.710994,0.840105
1.12573,0.715936,0.719513,0.814135
1.103,0.674628,0.679453,0.842913
1.12238,0.650874,0.666614,0.817587
1.09752,0.69778,0.684884,0.840925
1.07789,0.680239,0.687286,0.846101
1.11296,0.691197,0.673751,0.849341
1.16187,0.682452,0.668994,0.84662
1.19477,0.683964,0.628548,0.834741
1.20103,0.69046,0.683633,0.774245
1.19348,0.712779,0.685238,0.804629
1.19552,0.683452,0.679196,0.781268
1.17773,0.652797,0.683409,0.785708
1.18199,0.628036,0.655039,0.776871
1.23325,0.641887,0.657757,0.746119
1.20792,0.591258,0.659334,0.751828
1.19007,0.650022,0.684181,0.76419
1.21555,0.637133,0.669166,0.785064
1.19962,0.610443,0.652969,0.774014
1.19962,0.610443,0.652969,0.774014
1.2022,0.592141,0.648165,0.790456
1.26925,0.63008,0.613807,0.814382
1.27214,0.618219,0.620286,0.79834
1.24227,0.603098,0.644624,0.753077
1.23367,0.618142,0.6282,0.774431
1.2117,0.637773,0.643168,0.773581
1.23613,0.630833,0.629808,0.781232
1.23887,0.664474,0.61754,0.850602
1.19334,0.629684,0.580969,0.874177
1.217,0.641696,0.567908,0.861047
1.20253,0.636869,0.601643,0.814736
1.20943,0.670869,0.608624,0.882153
1.15507,0.705333,0.623231,0.937171
1.13724,0.723336,0.633167,0.958088
1.1311,0.718206,0.692629,0.861593
1.12983,0.777323,0.719925,0.855106
1.18892,0.727475,0.652529,0.889868
1.24119,0.794133,0.668804,0.856949
1.23403,0.792645,0.666102,0.827887
1.24488,0.769692,0.65727,0.811165
1.24522,0.737541,0.644936,0.818571
1.22831,0.707262,0.611671,0.830247
1.27844,0.709723,0.605639,0.82164
1.24019,0.637265,0.607443,0.827638
1.24019,0.637265,0.607443,0.827638
1.24681,0.622633,0.60813,0.850313
1.24395,0.608182,0.603526,0.837936
1.25916,0.678271,0.603683,0.81867
1.23903,0.619922,0.606464,0.85975
1.24166,0.588927,0.561677,0.847728
1.25692,0.572276,0.535301,0.892041
1.2425,0.54448,0.527381,0.912042
1.27013,0.518913,0.512483,0.906861
1.26556,0.522585,0.507205,0.930408
1.22167,0.489979,0.517679,0.880795
1.16188,0.52186,0.536715,0.891841
1.14901,0.497553,0.566827,0.847245
1.06333,0.455175,0.553189,0.960483
1.09713,0.481235,0.561475,0.908187
1.12719,0.478842,0.54892,0.917005
1.14926,0.510024,0.563795,0.966803
1.08303,0.483287,0.550955,1.05687
1.0683,0.515108,0.559806,1.00967
1.10692,0.555893,0.570816,0.939021
1.09736,0.577625,0.590117,0.935918
1.14841,0.514837,0.552716,0.916092
1.18554,0.562644,0.540844,0.96171
1.12573,0.520632,0.531509,0.916917
1.22309,0.463565,0.522548,0.901518
1.16505,0.592095,0.566202,0.980967
1.16505,0.592095,0.566202,0.980967
1.14242,0.601132,0.597093,1.01713
1.12546,0.609249,0.633812,1.08424
1.10434,0.58993,0.638941,1.10314
1.13756,0.524741,0.582278,1.10004
1.17007,0.529569,0.536326,1.06564
1.16035,0.521635,0.56129,1.07663
1.12392,0.497495,0.570705,1.0754
1.10023,0.515228,0.577811,1.06703
1.11671,0.531599,0.580889,1.05401
1.10179,0.593385,0.61412,0.99519
1.0635,0.523303,0.55294,1.01049
1.06155,0.436924,0.529421,0.925864
1.07549,0.412754,0.509272,0.913852
1.05679,0.4477,0.596903,0.89424
1.04646,0.437843,0.577459,0.878356
1.07363,0.436563,0.550657,0.911091
1.06063,0.454901,0.568705,0.976735
1.05851,0.462254,0.558012,0.928713
1.03122,0.4499,0.535585,0.942385
0.981832,0.435574,0.56298,0.877944
0.998351,0.487246,0.598293,0.852003
0.984645,0.476818,0.558686,0.876525
0.981113,0.415116,0.561121,0.899689
0.984937,0.405591,0.593155,0.84372
0.962501,0.377339,0.586541,0.837035
1.0331,0.380798,0.58245,0.810175
0.946776,0.379918,0.544757,0.876131
0.953393,0.396169,0.579641,0.814416
1.00443,0.368883,0.565467,0.819184
0.887598,0.420944,0.540875,0.840324
0.906227,0.41713,0.546988,0.812628
0.877613,0.378891,0.57473,0.799828
0.906422,0.338006,0.561821,0.800974
0.934112,0.349325,0.547002,0.816916
0.967929,0.342145,0.502645,0.889717
0.993423,0.261768,0.467364,0.799073
0.940729,0.238706,0.499062,0.806431
0.976145,0.291923,0.53128,0.776622
0.922057,0.278496,0.559861,0.7767
0.920198,0.333662,0.535088,0.756797
0.920435,0.315885,0.596704,0.701875
0.93157,0.362415,0.681832,0.71072
0.913421,0.340246,0.658834,0.71826
0.968488,0.372406,0.641584,0.687778
0.982526,0.383703,0.648927,0.721093
0.957848,0.412358,0.641567,0.745362
0.925793,0.419445,0.606434,0.789724
0.995033,0.385021,0.5599,0.86888
0.999057,0.364899,0.517184,0.862784
1.00126,0.381984,0.534429,0.893594
1.00126,0.381984,0.534429,0.893594
1.07771,0.394637,0.528627,0.907046
1.05373,0.384373,0.540263,0.905312
1.05877,0.390069,0.546534,0.864682
0.969929,0.38718,0.576523,0.823754
0.950963,0.388848,0.544942,0.842071
0.915523,0.399331,0.541712,0.815232
0.853261,0.328279,0.48459,0.827583
0.876259,0.32546,0.504494,0.832455
0.868844,0.357361,0.504018,0.825369
