# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.11303 -----------------
#dely    BF
0.050 -0.1416 -0.0001
0.150 -0.1354 -0.0001
0.250 -0.1272 -0.0001
0.350 -0.1180 -0.0001
0.450 -0.1051 -0.0001
0.550 -0.0935 -0.0001
0.650 -0.0797 -0.0001
0.750 -0.0705 -0.0001
0.850 -0.0622 -0.0001
0.950 -0.0500 -0.0001
1.050 -0.0414 -0.0001
1.150 -0.0337 -0.0001
1.250 -0.0263 -0.0001
1.350 -0.0201 -0.0001
1.450 -0.0140 -0.0000
1.550 -0.0073 -0.0000
1.650 -0.0033 -0.0000
1.750 -0.0013 -0.0000
