# ICODE=321, JCODE=-321
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=10000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.17, BARYON_FUDGE=0.666667
# ------- normalization=0.0607254 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0903  0.0005  0.0861 -0.0016  0.0059
0.150  0.0875  0.0005  0.0838 -0.0017  0.0054
0.250  0.0787  0.0004  0.0753 -0.0013  0.0047
0.350  0.0735  0.0004  0.0702 -0.0013  0.0045
0.450  0.0621  0.0004  0.0596 -0.0010  0.0035
0.550  0.0530  0.0004  0.0506 -0.0009  0.0033
0.650  0.0451  0.0004  0.0428 -0.0004  0.0028
0.750  0.0354  0.0003  0.0337 -0.0004  0.0022
0.850  0.0281  0.0003  0.0266 -0.0003  0.0017
0.950  0.0207  0.0003  0.0198 -0.0002  0.0012
1.050  0.0146  0.0002  0.0140 -0.0001  0.0007
1.150  0.0095  0.0002  0.0091 -0.0000  0.0004
1.250  0.0052  0.0001  0.0050 -0.0000  0.0002
1.350  0.0025  0.0001  0.0025 -0.0000  0.0000
1.450  0.0010  0.0001  0.0010 -0.0000  0.0000
1.550  0.0001  0.0000  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
