# ICODE=211, JCODE=-211
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=10000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.17, BARYON_FUDGE=0.666667
# ------- normalization=0.220499 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3173  0.0003  0.0539  0.0939  0.1695
0.150  0.2968  0.0003  0.0492  0.0876  0.1600
0.250  0.2726  0.0003  0.0461  0.0797  0.1467
0.350  0.2468  0.0003  0.0416  0.0707  0.1345
0.450  0.2206  0.0002  0.0381  0.0611  0.1214
0.550  0.1909  0.0002  0.0334  0.0518  0.1057
0.650  0.1621  0.0002  0.0294  0.0427  0.0900
0.750  0.1332  0.0002  0.0250  0.0341  0.0741
0.850  0.1079  0.0002  0.0212  0.0271  0.0597
0.950  0.0830  0.0002  0.0175  0.0203  0.0451
1.050  0.0617  0.0001  0.0141  0.0147  0.0329
1.150  0.0443  0.0001  0.0113  0.0105  0.0225
1.250  0.0299  0.0001  0.0081  0.0070  0.0148
1.350  0.0193  0.0001  0.0057  0.0046  0.0090
1.450  0.0116  0.0001  0.0041  0.0025  0.0049
1.550  0.0053  0.0000  0.0021  0.0011  0.0021
1.650  0.0015  0.0000  0.0007  0.0003  0.0004
1.750  0.0001  0.0000  0.0000  0.0000  0.0000
