# ICODE=321, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=10000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.17, BARYON_FUDGE=0.666667
# ------- normalization=0.014475 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0345  0.0003 -0.0264  0.0522  0.0087
0.150  0.0325  0.0003 -0.0248  0.0493  0.0080
0.250  0.0269  0.0002 -0.0221  0.0420  0.0071
0.350  0.0232  0.0002 -0.0193  0.0361  0.0064
0.450  0.0150  0.0002 -0.0172  0.0279  0.0042
0.550  0.0101  0.0001 -0.0148  0.0223  0.0026
0.650  0.0044  0.0001 -0.0122  0.0150  0.0016
0.750  0.0021  0.0000 -0.0089  0.0101  0.0009
0.850  0.0004  0.0000 -0.0070  0.0067  0.0007
0.950 -0.0013 -0.0000 -0.0053  0.0037  0.0003
1.050 -0.0010 -0.0000 -0.0034  0.0022  0.0001
1.150 -0.0009 -0.0000 -0.0019  0.0010  0.0000
1.250 -0.0006 -0.0000 -0.0010  0.0004  0.0000
1.350 -0.0003 -0.0000 -0.0005  0.0001  0.0000
1.450 -0.0002 -0.0000 -0.0002  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
