# SIGMA_QGP=1.1442, SIGMA_HAD=0.611117
# NSAMPLE=10000000, Tblast=79.8328, UPERPblast(x,y)=(0.807,0.807)
# SOVERUD=0.8164, QUARK_ENTROPY_RATIO=0.1979, BARYON_FUDGE=0.7159
# ------- normalization=0.226502 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3127  0.0002  0.0631  0.0743  0.1753
0.150  0.2919  0.0002  0.0607  0.0687  0.1625
0.250  0.2683  0.0002  0.0562  0.0631  0.1491
0.350  0.2426  0.0002  0.0511  0.0569  0.1346
0.450  0.2167  0.0002  0.0466  0.0501  0.1200
0.550  0.1890  0.0002  0.0414  0.0432  0.1043
0.650  0.1634  0.0002  0.0371  0.0370  0.0893
0.750  0.1393  0.0002  0.0331  0.0310  0.0752
0.850  0.1147  0.0002  0.0287  0.0248  0.0612
0.950  0.0930  0.0001  0.0247  0.0202  0.0481
1.050  0.0722  0.0001  0.0200  0.0153  0.0369
1.150  0.0553  0.0001  0.0171  0.0114  0.0268
1.250  0.0396  0.0001  0.0129  0.0082  0.0184
1.350  0.0281  0.0001  0.0102  0.0057  0.0121
1.450  0.0193  0.0001  0.0078  0.0038  0.0077
1.550  0.0114  0.0000  0.0046  0.0023  0.0045
1.650  0.0057  0.0000  0.0026  0.0012  0.0020
1.750  0.0018  0.0000  0.0010  0.0003  0.0005
