# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1.1442, SIGMA_HAD=0.611117
# NSAMPLE=10000000, Tblast=79.8328, UPERPblast(x,y)=(0.807,0.807)
# SOVERUD=0.8164, QUARK_ENTROPY_RATIO=0.1979, BARYON_FUDGE=0.7159
# ------- normalization=0.0721371 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1156  0.0017  0.1550 -0.0395  0.0000
0.150  0.1037  0.0016  0.1418 -0.0381  0.0000
0.250  0.0950  0.0015  0.1264 -0.0314  0.0000
0.350  0.0832  0.0015  0.1091 -0.0260  0.0000
0.450  0.0745  0.0014  0.0976 -0.0231  0.0000
0.550  0.0579  0.0012  0.0765 -0.0186  0.0000
0.650  0.0514  0.0013  0.0636 -0.0122  0.0000
0.750  0.0452  0.0013  0.0540 -0.0088  0.0000
0.850  0.0344  0.0011  0.0404 -0.0061  0.0000
0.950  0.0249  0.0011  0.0280 -0.0031  0.0000
1.050  0.0185  0.0010  0.0203 -0.0018  0.0000
1.150  0.0106  0.0007  0.0117 -0.0011  0.0000
1.250  0.0045  0.0005  0.0048 -0.0003  0.0000
1.350  0.0016  0.0003  0.0017 -0.0001  0.0000
1.450  0.0005  0.0001  0.0005 -0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
