# ICODE=1735357040, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.110989 -----------------
#dely    BF
0.050 -0.1263 -0.0001
0.150 -0.1149 -0.0001
0.250 -0.1096 -0.0001
0.350 -0.0990 -0.0001
0.450 -0.0949 -0.0001
0.550 -0.0880 -0.0001
0.650 -0.0766 -0.0001
0.750 -0.0721 -0.0001
0.850 -0.0614 -0.0001
0.950 -0.0574 -0.0001
1.050 -0.0502 -0.0001
1.150 -0.0425 -0.0001
1.250 -0.0357 -0.0001
1.350 -0.0301 -0.0001
1.450 -0.0234 -0.0001
1.550 -0.0153 -0.0001
1.650 -0.0095 -0.0001
1.750 -0.0030 -0.0000
