# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1, SIGMA_HAD=0.1
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.07582 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0987  0.0004  0.1608 -0.0621  0.0000
0.150  0.0969  0.0004  0.1519 -0.0550  0.0000
0.250  0.0925  0.0004  0.1361 -0.0436  0.0000
0.350  0.0928  0.0005  0.1235 -0.0307  0.0000
0.450  0.0840  0.0005  0.1035 -0.0195  0.0000
0.550  0.0749  0.0006  0.0866 -0.0116  0.0000
0.650  0.0643  0.0006  0.0709 -0.0066  0.0000
0.750  0.0520  0.0006  0.0549 -0.0029  0.0000
0.850  0.0397  0.0006  0.0408 -0.0011  0.0000
0.950  0.0280  0.0005  0.0285 -0.0005  0.0000
1.050  0.0177  0.0004  0.0178 -0.0001  0.0000
1.150  0.0100  0.0003  0.0100 -0.0000  0.0000
1.250  0.0046  0.0002  0.0046 -0.0000  0.0000
1.350  0.0018  0.0001  0.0018 -0.0000  0.0000
1.450  0.0003  0.0000  0.0003  0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
