# ICODE=211, JCODE=-211
# SIGMA_QGP=1, SIGMA_HAD=0.1
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.223743 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3297  0.0001  0.0557  0.1039  0.1702
0.150  0.3086  0.0001  0.0523  0.0964  0.1599
0.250  0.2814  0.0001  0.0480  0.0859  0.1475
0.350  0.2540  0.0001  0.0446  0.0747  0.1348
0.450  0.2240  0.0001  0.0397  0.0631  0.1212
0.550  0.1934  0.0001  0.0353  0.0519  0.1062
0.650  0.1623  0.0001  0.0311  0.0412  0.0900
0.750  0.1324  0.0001  0.0266  0.0317  0.0741
0.850  0.1055  0.0001  0.0226  0.0236  0.0592
0.950  0.0810  0.0000  0.0187  0.0171  0.0452
1.050  0.0598  0.0000  0.0151  0.0119  0.0328
1.150  0.0422  0.0000  0.0117  0.0079  0.0226
1.250  0.0284  0.0000  0.0088  0.0049  0.0146
1.350  0.0181  0.0000  0.0063  0.0029  0.0089
1.450  0.0104  0.0000  0.0040  0.0015  0.0048
1.550  0.0049  0.0000  0.0022  0.0006  0.0021
1.650  0.0013  0.0000  0.0007  0.0001  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
