'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
1.31604,0.296337,-0.28114,1.36459,0.163805,-0.454144,0.62039,1.47588,0.674667,0.583121,1.23789,0.219247
1.32944,0.295986,-0.27435,1.35016,0.163291,-0.462392,0.623285,1.47141,0.675108,0.5759,1.2509,0.218222
1.32263,0.300367,-0.271479,1.36122,0.157817,-0.46486,0.624325,1.4695,0.674799,0.578901,1.23251,0.199241
1.32976,0.301097,-0.266512,1.35355,0.157706,-0.469,0.624625,1.46285,0.665552,0.579571,1.23536,0.20542
1.32976,0.301097,-0.266512,1.35355,0.157706,-0.469,0.624625,1.46285,0.665552,0.579571,1.23536,0.20542
1.33765,0.301054,-0.262338,1.336,0.162242,-0.471466,0.616319,1.47789,0.667508,0.567041,1.25511,0.198631
1.32258,0.306238,-0.262698,1.33526,0.157217,-0.479399,0.609418,1.48786,0.664917,0.561376,1.26407,0.195079
1.31092,0.308128,-0.266281,1.33052,0.159252,-0.478893,0.607447,1.49206,0.666134,0.562919,1.25989,0.193474
1.29695,0.307991,-0.274339,1.31992,0.154589,-0.491654,0.614405,1.48616,0.67509,0.567113,1.25434,0.197692
1.29695,0.307991,-0.274339,1.31992,0.154589,-0.491654,0.614405,1.48616,0.67509,0.567113,1.25434,0.197692
1.28985,0.303404,-0.285272,1.32392,0.157081,-0.485732,0.611468,1.49392,0.679265,0.563339,1.26339,0.19998
1.28985,0.303404,-0.285272,1.32392,0.157081,-0.485732,0.611468,1.49392,0.679265,0.563339,1.26339,0.19998
1.28985,0.303404,-0.285272,1.32392,0.157081,-0.485732,0.611468,1.49392,0.679265,0.563339,1.26339,0.19998
1.30332,0.299663,-0.283232,1.3207,0.158365,-0.485559,0.622834,1.48513,0.694575,0.565684,1.25926,0.200824
1.30892,0.299382,-0.28052,1.32078,0.158727,-0.484977,0.628451,1.47697,0.69605,0.554658,1.28252,0.202151
1.31915,0.297926,-0.277042,1.32997,0.145097,-0.500425,0.626714,1.50628,0.735798,0.561293,1.26295,0.193142
1.31915,0.297926,-0.277042,1.32997,0.145097,-0.500425,0.626714,1.50628,0.735798,0.561293,1.26295,0.193142
1.32105,0.297219,-0.277061,1.33135,0.135604,-0.513925,0.619877,1.5136,0.729979,0.551156,1.28609,0.19657
1.3196,0.289789,-0.289003,1.3368,0.141147,-0.50268,0.626152,1.50722,0.735846,0.556442,1.28158,0.206262
1.32174,0.293705,-0.281955,1.34279,0.14494,-0.493806,0.620722,1.52341,0.746787,0.545793,1.29335,0.190435
1.32713,0.286146,-0.290363,1.33049,0.140031,-0.507746,0.630913,1.49125,0.723401,0.564745,1.27543,0.222275
1.32713,0.286146,-0.290363,1.33049,0.140031,-0.507746,0.630913,1.49125,0.723401,0.564745,1.27543,0.222275
1.31581,0.29121,-0.288956,1.32989,0.13559,-0.514731,0.650787,1.46101,0.724264,0.566643,1.27238,0.223364
