# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.103642 -----------------
#dely    BF    dB     BFVar
0.050  0.0958  0.0001  0.0022
0.150  0.0950  0.0001  0.0037
0.250  0.0934  0.0001  0.0027
0.350  0.0954  0.0001  0.0026
0.450  0.0956  0.0001  0.0034
0.550  0.0944  0.0001  0.0014
0.650  0.0876  0.0001  0.0022
0.750  0.0802  0.0001  0.0024
0.850  0.0714  0.0001  0.0017
0.950  0.0614  0.0001  0.0018
1.050  0.0494  0.0001  0.0009
1.150  0.0397  0.0001  0.0008
1.250  0.0299  0.0000  0.0009
1.350  0.0219  0.0000  0.0005
1.450  0.0141  0.0000  0.0004
1.550  0.0083  0.0000  0.0003
1.650  0.0028  0.0000  0.0005
1.750  0.0002  0.0000  0.0001
