# ICODE=321, JCODE=-321
# SIGMA_QGP=1, SIGMA_HAD=0.7
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.0604626 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0900  0.0002  0.0924 -0.0081  0.0056
0.150  0.0864  0.0002  0.0884 -0.0075  0.0055
0.250  0.0799  0.0002  0.0817 -0.0070  0.0051
0.350  0.0704  0.0001  0.0721 -0.0061  0.0044
0.450  0.0620  0.0001  0.0634 -0.0051  0.0038
0.550  0.0533  0.0001  0.0544 -0.0043  0.0032
0.650  0.0448  0.0001  0.0456 -0.0035  0.0027
0.750  0.0359  0.0001  0.0365 -0.0026  0.0020
0.850  0.0278  0.0001  0.0282 -0.0020  0.0015
0.950  0.0210  0.0001  0.0213 -0.0014  0.0011
1.050  0.0148  0.0001  0.0150 -0.0009  0.0007
1.150  0.0094  0.0001  0.0096 -0.0006  0.0004
1.250  0.0054  0.0000  0.0056 -0.0003  0.0002
1.350  0.0025  0.0000  0.0026 -0.0001  0.0000
1.450  0.0008  0.0000  0.0009 -0.0000  0.0000
1.550  0.0002  0.0000  0.0002 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
