# ICODE=211, JCODE=-211
# SIGMA_QGP=1, SIGMA_HAD=0.7
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=0.212847 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.2975  0.0001  0.0557  0.0720  0.1698
0.150  0.2801  0.0001  0.0523  0.0675  0.1603
0.250  0.2581  0.0001  0.0486  0.0619  0.1476
0.350  0.2343  0.0001  0.0442  0.0558  0.1342
0.450  0.2102  0.0001  0.0400  0.0494  0.1207
0.550  0.1844  0.0001  0.0352  0.0430  0.1061
0.650  0.1579  0.0001  0.0309  0.0369  0.0901
0.750  0.1320  0.0001  0.0267  0.0309  0.0744
0.850  0.1070  0.0001  0.0224  0.0254  0.0592
0.950  0.0841  0.0000  0.0186  0.0203  0.0452
1.050  0.0636  0.0000  0.0150  0.0158  0.0328
1.150  0.0463  0.0000  0.0119  0.0118  0.0227
1.250  0.0321  0.0000  0.0089  0.0085  0.0147
1.350  0.0209  0.0000  0.0063  0.0057  0.0089
1.450  0.0123  0.0000  0.0040  0.0035  0.0048
1.550  0.0060  0.0000  0.0022  0.0018  0.0020
1.650  0.0017  0.0000  0.0007  0.0005  0.0004
1.750  0.0001  0.0000  0.0001  0.0000  0.0000
