# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.00683739 -----------------
#dely    BF
0.050 -0.0341 -0.0000
0.150 -0.0298 -0.0000
0.250 -0.0257 -0.0000
0.350 -0.0154 -0.0000
0.450 -0.0038 -0.0000
0.550  0.0057  0.0000
0.650  0.0101  0.0000
0.750  0.0173  0.0000
0.850  0.0204  0.0000
0.950  0.0207  0.0000
1.050  0.0218  0.0001
1.150  0.0210  0.0001
1.250  0.0183  0.0001
1.350  0.0170  0.0001
1.450  0.0134  0.0001
1.550  0.0077  0.0000
1.650  0.0034  0.0000
1.750  0.0003  0.0000
