# ICODE=321, JCODE=-321
# SIGMA_QGP=0.9546, SIGMA_HAD=0.599011
# NSAMPLE=10000000, Tblast=80.8189, UPERPblast(x,y)=(0.7469,0.7469)
# SOVERUD=0.9327, QUARK_ENTROPY_RATIO=0.2408, BARYON_FUDGE=0.6157
# ------- normalization=0.0579202 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0802  0.0004  0.1372 -0.0626  0.0056
0.150  0.0759  0.0004  0.1293 -0.0589  0.0055
0.250  0.0735  0.0004  0.1219 -0.0533  0.0049
0.350  0.0665  0.0004  0.1073 -0.0455  0.0047
0.450  0.0599  0.0004  0.0943 -0.0382  0.0038
0.550  0.0533  0.0004  0.0810 -0.0309  0.0032
0.650  0.0452  0.0004  0.0652 -0.0228  0.0028
0.750  0.0366  0.0003  0.0524 -0.0178  0.0020
0.850  0.0284  0.0003  0.0395 -0.0127  0.0016
0.950  0.0231  0.0003  0.0301 -0.0081  0.0011
1.050  0.0161  0.0002  0.0205 -0.0051  0.0007
1.150  0.0103  0.0002  0.0128 -0.0029  0.0004
1.250  0.0059  0.0001  0.0072 -0.0014  0.0002
1.350  0.0031  0.0001  0.0036 -0.0005  0.0000
1.450  0.0010  0.0001  0.0012 -0.0002  0.0000
1.550  0.0001  0.0000  0.0001 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
