# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.267722 -----------------
#dely    BF
0.050  0.4051  0.0029
0.150  0.3641  0.0027
0.250  0.3234  0.0025
0.350  0.2925  0.0024
0.450  0.2544  0.0022
0.550  0.2287  0.0021
0.650  0.2049  0.0020
0.750  0.1652  0.0017
0.850  0.1264  0.0014
0.950  0.0961  0.0012
1.050  0.0759  0.0010
1.150  0.0506  0.0007
1.250  0.0374  0.0006
1.350  0.0203  0.0004
1.450  0.0170  0.0004
1.550  0.0095  0.0003
1.650  0.0075  0.0003
1.750 -0.0020 -0.0001
