# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.297932 -----------------
#dely    BF    dB     BFVar
0.050  0.4013  0.0002  0.0033
0.150  0.3736  0.0002  0.0035
0.250  0.3456  0.0002  0.0026
0.350  0.3138  0.0002  0.0045
0.450  0.2826  0.0002  0.0032
0.550  0.2488  0.0002  0.0020
0.650  0.2161  0.0002  0.0038
0.750  0.1855  0.0001  0.0025
0.850  0.1556  0.0001  0.0037
0.950  0.1262  0.0001  0.0024
1.050  0.1011  0.0001  0.0014
1.150  0.0762  0.0001  0.0017
1.250  0.0574  0.0001  0.0016
1.350  0.0409  0.0001  0.0009
1.450  0.0272  0.0000  0.0018
1.550  0.0167  0.0000  0.0006
1.650  0.0083  0.0000  0.0004
1.750  0.0024  0.0000  0.0002
