# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0936667 -----------------
#dely    BF
0.050 -0.1676 -0.0010
0.150 -0.1599 -0.0010
0.250 -0.1348 -0.0009
0.350 -0.1079 -0.0008
0.450 -0.0911 -0.0007
0.550 -0.0729 -0.0007
0.650 -0.0556 -0.0006
0.750 -0.0441 -0.0005
0.850 -0.0336 -0.0005
0.950 -0.0255 -0.0004
1.050 -0.0203 -0.0004
1.150 -0.0117 -0.0003
1.250 -0.0068 -0.0002
1.350 -0.0034 -0.0001
1.450 -0.0011 -0.0001
1.550 -0.0003 -0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
