0.114	6.45	0.25
0.137	6.18	0.20
0.162	5.96	0.16
0.189	5.75	0.13
0.218	5.44	0.13
0.248	5.07	0.12
0.279	4.89	0.11
0.311	4.67	0.10
0.345	4.436	0.095
0.379	4.16	0.13
0.415	3.95	0.12
0.452	3.68	0.12
0.489	3.36	0.11
0.527	3.24	0.14
0.566	2.89	0.14
