0.126	403.	12.
0.169	298.1	6.0
0.214	232.5	4.7
0.261	183.9	1.9
0.308	145.0	1.5
0.356	113.8	1.2
0.404	89.98	0.92
0.452	71.1	1.4
0.501	56.1	1.6
0.550	44.3	1.3
0.599	35.8	1.4
