0.0724	4.41	0.10
0.0920	4.167	0.061
0.114	4.038	0.058
0.137	3.948	0.055
0.162	3.787	0.053
0.189	3.771	0.051
0.218	3.603	0.073
0.248	3.345	0.074
0.279	3.160	0.070
0.311	3.059	0.068
0.345	2.882	0.064
0.379	2.599	0.077
0.415	2.420	0.072
0.452	2.284	0.073
0.489	2.090	0.069
0.527	1.913	0.083
0.566	1.783	0.091
