0.0493	27.3	1.9
0.0718	25.42	0.79
0.0977	23.85	0.49
0.127	22.18	0.66
0.158	20.5	1.0
0.192	18.1	2.1
0.227	16.5	2.0
0.264	14.8	1.8
0.303	13.1	1.0
0.343	10.8	1.1
