# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.24969 -----------------
#dely    BF    dB     BFVar
0.050  0.4138  0.0002  0.0029
0.150  0.3801  0.0002  0.0023
0.250  0.3425  0.0002  0.0049
0.350  0.2971  0.0002  0.0039
0.450  0.2516  0.0001  0.0016
0.550  0.2074  0.0001  0.0030
0.650  0.1652  0.0001  0.0024
0.750  0.1311  0.0001  0.0014
0.850  0.0987  0.0001  0.0014
0.950  0.0726  0.0001  0.0020
1.050  0.0517  0.0000  0.0023
1.150  0.0348  0.0000  0.0014
1.250  0.0222  0.0000  0.0014
1.350  0.0134  0.0000  0.0014
1.450  0.0080  0.0000  0.0005
1.550  0.0043  0.0000  0.0003
1.650  0.0017  0.0000  0.0005
1.750  0.0005  0.0000  0.0001
