# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.241572 -----------------
#dely    BF
0.050  0.3640  0.0029
0.150  0.3421  0.0028
0.250  0.3215  0.0028
0.350  0.2863  0.0026
0.450  0.2363  0.0023
0.550  0.2110  0.0022
0.650  0.1684  0.0019
0.750  0.1367  0.0017
0.850  0.1131  0.0015
0.950  0.0815  0.0012
1.050  0.0588  0.0010
1.150  0.0401  0.0008
1.250  0.0251  0.0006
1.350  0.0171  0.0005
1.450  0.0084  0.0003
1.550  0.0044  0.0002
1.650  0.0008  0.0001
1.750 -0.0000 -0.0000
