# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0962336 -----------------
#dely    BF    dB     BFVar
0.050  0.1560  0.0005  0.0053
0.150  0.1426  0.0005  0.0034
0.250  0.1315  0.0005  0.0038
0.350  0.1161  0.0005  0.0039
0.450  0.1021  0.0004  0.0027
0.550  0.0862  0.0004  0.0046
0.650  0.0684  0.0003  0.0013
0.750  0.0539  0.0003  0.0019
0.850  0.0397  0.0002  0.0014
0.950  0.0280  0.0002  0.0011
1.050  0.0187  0.0002  0.0009
1.150  0.0108  0.0001  0.0007
1.250  0.0055  0.0001  0.0004
1.350  0.0021  0.0000  0.0003
1.450  0.0007  0.0000  0.0001
1.550  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
