# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.384074 -----------------
#dely    BF    dB     BFVar
0.050  0.6579  0.0004  0.0050
0.150  0.6003  0.0003  0.0034
0.250  0.5354  0.0003  0.0047
0.350  0.4591  0.0003  0.0066
0.450  0.3871  0.0003  0.0048
0.550  0.3180  0.0002  0.0045
0.650  0.2504  0.0002  0.0039
0.750  0.1922  0.0002  0.0040
0.850  0.1441  0.0001  0.0017
0.950  0.1062  0.0001  0.0037
1.050  0.0745  0.0001  0.0015
1.150  0.0498  0.0001  0.0010
1.250  0.0319  0.0001  0.0008
1.350  0.0189  0.0000  0.0011
1.450  0.0097  0.0000  0.0012
1.550  0.0044  0.0000  0.0002
1.650  0.0009  0.0000  0.0002
1.750  0.0000  0.0000  0.0000
