# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0252892 -----------------
#dely    BF    dB     BFVar
0.050  0.0873  0.0004  0.0028
0.150  0.0773  0.0004  0.0027
0.250  0.0563  0.0003  0.0041
0.350  0.0366  0.0002  0.0042
0.450  0.0190  0.0001  0.0024
0.550  0.0057  0.0000  0.0016
0.650 -0.0018 -0.0000  0.0007
0.750 -0.0053 -0.0001  0.0014
0.850 -0.0056 -0.0001  0.0012
0.950 -0.0059 -0.0001  0.0005
1.050 -0.0043 -0.0001  0.0004
1.150 -0.0033 -0.0001  0.0004
1.250 -0.0018 -0.0001  0.0003
1.350 -0.0009 -0.0000  0.0001
1.450 -0.0002 -0.0000  0.0000
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
