'InvCoshPar_uu_width','InvCoshPar_uu_g0','InvCoshPar_uu_g1','InvCoshPar_ud_width','InvCoshPar_ud_g0','InvCoshPar_ud_g1','InvCoshPar_us_width','InvCoshPar_us_g0','InvCoshPar_us_g1','InvCoshPar_ss_width','InvCoshPar_ss_g0','InvCoshPar_ss_g1'
0.549497,0.244581,0.976641,0.307341,0.120813,0.250982,0.288128,0.195976,0.546155,0.96942,0.0156477,0.11226
0.551237,0.244089,0.97558,0.316646,0.11608,0.244163,0.286482,0.198312,0.554602,0.969204,0.0130175,0.09902
0.540826,0.246278,0.978347,0.301383,0.121112,0.240773,0.28394,0.1989,0.552032,0.971001,0.0148075,0.108427
0.54137,0.24785,0.985966,0.295622,0.123062,0.239089,0.277405,0.203226,0.55952,0.971522,0.0154352,0.111699
0.541264,0.247723,0.985305,0.292424,0.123915,0.236795,0.275686,0.204807,0.56367,0.96651,0.015508,0.110857
0.544804,0.247056,0.984744,0.301128,0.12008,0.234941,0.270599,0.208751,0.571933,0.965822,0.0181391,0.123883
0.542303,0.247711,0.985989,0.294682,0.122594,0.234721,0.272769,0.208248,0.574529,0.966851,0.0179159,0.123013
0.544035,0.24828,0.989833,0.300877,0.121763,0.243116,0.279683,0.206729,0.582776,0.976017,0.0179649,0.125455
0.547621,0.247287,0.987784,0.300946,0.121333,0.241035,0.27979,0.209008,0.594754,0.972846,0.0165016,0.117363
0.541581,0.248943,0.991145,0.311507,0.116899,0.238781,0.275849,0.210628,0.594023,0.982598,0.0148417,0.111349
0.534255,0.249559,0.988699,0.302539,0.120392,0.239373,0.270917,0.213328,0.59626,0.990075,0.0153068,0.115422
0.534058,0.250677,0.993696,0.299853,0.12095,0.236856,0.268006,0.215236,0.599034,0.990143,0.0155661,0.116738
0.524186,0.253069,0.997366,0.300324,0.121707,0.241714,0.271907,0.212001,0.591801,0.975519,0.0151886,0.111416
0.521913,0.252892,0.994829,0.299873,0.121615,0.240326,0.271174,0.212746,0.593883,0.978671,0.0150731,0.111585
