# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0744943 -----------------
#dely    BF
0.050  0.1434  0.0009
0.150  0.1354  0.0009
0.250  0.1177  0.0008
0.350  0.1019  0.0008
0.450  0.0780  0.0006
0.550  0.0601  0.0005
0.650  0.0428  0.0004
0.750  0.0299  0.0003
0.850  0.0167  0.0002
0.950  0.0105  0.0002
1.050  0.0047  0.0001
1.150  0.0023  0.0000
1.250  0.0013  0.0000
1.350  0.0002  0.0000
1.450 -0.0000 -0.0000
1.550 -0.0000 -0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
