# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.226086 -----------------
#dely    BF    dB     BFVar
0.050  0.3253  0.0002  0.0025
0.150  0.3028  0.0002  0.0020
0.250  0.2771  0.0002  0.0021
0.350  0.2502  0.0002  0.0021
0.450  0.2235  0.0001  0.0026
0.550  0.1939  0.0001  0.0024
0.650  0.1632  0.0001  0.0020
0.750  0.1366  0.0001  0.0020
0.850  0.1102  0.0001  0.0014
0.950  0.0869  0.0001  0.0010
1.050  0.0649  0.0001  0.0015
1.150  0.0480  0.0001  0.0014
1.250  0.0329  0.0000  0.0032
1.350  0.0217  0.0000  0.0007
1.450  0.0130  0.0000  0.0008
1.550  0.0066  0.0000  0.0005
1.650  0.0033  0.0000  0.0003
1.750  0.0007  0.0000  0.0002
