# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.320521 -----------------
#dely    BF
0.050  0.5675  0.0006
0.150  0.5170  0.0005
0.250  0.4615  0.0005
0.350  0.3950  0.0005
0.450  0.3314  0.0004
0.550  0.2650  0.0004
0.650  0.2044  0.0003
0.750  0.1519  0.0003
0.850  0.1130  0.0002
0.950  0.0775  0.0002
1.050  0.0516  0.0001
1.150  0.0344  0.0001
1.250  0.0187  0.0001
1.350  0.0100  0.0000
1.450  0.0048  0.0000
1.550  0.0014  0.0000
1.650  0.0001  0.0000
1.750 -0.0000 -0.0000
