# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0419537 -----------------
#dely    BF    dB     BFVar
0.050 -0.0724 -0.0002  0.0032
0.150 -0.0679 -0.0002  0.0022
0.250 -0.0592 -0.0002  0.0020
0.350 -0.0498 -0.0002  0.0035
0.450 -0.0419 -0.0002  0.0026
0.550 -0.0331 -0.0001  0.0019
0.650 -0.0267 -0.0001  0.0015
0.750 -0.0195 -0.0001  0.0011
0.850 -0.0164 -0.0001  0.0016
0.950 -0.0114 -0.0001  0.0009
1.050 -0.0083 -0.0001  0.0009
1.150 -0.0059 -0.0001  0.0005
1.250 -0.0039 -0.0001  0.0004
1.350 -0.0021 -0.0000  0.0004
1.450 -0.0008 -0.0000  0.0002
1.550 -0.0001 -0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
