# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.30004 -----------------
#dely    BF    dB     BFVar
0.050  0.5389  0.0002  0.0048
0.150  0.4897  0.0002  0.0052
0.250  0.4302  0.0002  0.0053
0.350  0.3659  0.0002  0.0060
0.450  0.3005  0.0002  0.0066
0.550  0.2402  0.0001  0.0041
0.650  0.1858  0.0001  0.0039
0.750  0.1420  0.0001  0.0033
0.850  0.1048  0.0001  0.0071
0.950  0.0751  0.0001  0.0026
1.050  0.0508  0.0000  0.0012
1.150  0.0330  0.0000  0.0025
1.250  0.0207  0.0000  0.0011
1.350  0.0121  0.0000  0.0013
1.450  0.0064  0.0000  0.0007
1.550  0.0031  0.0000  0.0003
1.650  0.0010  0.0000  0.0002
1.750  0.0002  0.0000  0.0002
